isogroup28559	GO:0005929
isogroup107186	GO:0005576;GO:0004252
isogroup143989	GO:0005829;GO:0005524;GO:0003879;GO:0000287;GO:0000105
isogroup23631	GO:0016021;GO:0006811
isogroup489603	GO:0070062;GO:0031012;GO:0005578;GO:0005518;GO:0042742;GO:0045089;GO:0008360;GO:0007605
isogroup644126	GO:0005789;GO:0000139;GO:0034045;GO:0005525;GO:0003924;GO:0006914;GO:0015031
isogroup217382	GO:0004722
isogroup42131	GO:0005739;GO:0005525;GO:0003924;GO:0003746;GO:0070125
isogroup24338	GO:0005829;GO:0005654;GO:0016929;GO:0016926;GO:0070646;GO:0016925;GO:0090234;GO:0090169
isogroup7425	GO:0008801;GO:0000287;GO:0016791
isogroup117687	GO:0030496;GO:0005739;GO:0005654
isogroup112308	GO:0005634;GO:0003723;GO:0003700;GO:0008270
isogroup211576	GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0070062;GO:0005576;GO:0005509;GO:0007049;GO:0051301
isogroup34776	GO:0005829;GO:0043240;GO:0016020;GO:0005654;GO:0070182;GO:0006281;GO:0007095;GO:0031398
isogroup204443	GO:0033391;GO:0005730;GO:0005634;GO:0005726;GO:0005791;GO:0005667;GO:0031490;GO:0001047;GO:0003677;GO:0070888;GO:0004402;GO:0046983;GO:0043565;GO:0003700;GO:0006974;GO:0032922;GO:0007623;GO:0009649;GO:0007565;GO:2000323;GO:0045892;GO:0051092;GO:0045893;GO:0043161;GO:0042634;GO:0050796;GO:0006355;GO:2000074;GO:0009416;GO:0051775;GO:0007283;GO:0006351
isogroup611486	GO:0030054;GO:0005814;GO:0005813;GO:0005634;GO:0019005;GO:0004842;GO:0051301;GO:0010826;GO:0001890;GO:0016567;GO:0000320;GO:0031146
isogroup208787	GO:0005737;GO:0005634;GO:0004483;GO:0006370;GO:0097310
isogroup96135	GO:0030054;GO:0043197;GO:0005887;GO:0008328;GO:0005886;GO:0045211;GO:0045202;GO:0005234;GO:0008066;GO:0004970;GO:0030165;GO:0097110;GO:0034613;GO:0021707;GO:0060079;GO:0007215;GO:0007157;GO:0060134;GO:0043523;GO:0010975;GO:0035249;GO:0006810
isogroup731373	GO:0005578;GO:0004222;GO:0008237;GO:0008270;GO:0035904;GO:0003279;GO:0060976
isogroup72480	GO:0031410;GO:1990391;GO:0005654;GO:0005634;GO:0005819;GO:0016303;GO:0005524;GO:0003677;GO:0004677;GO:0032403;GO:0046983;GO:0047485;GO:0004674;GO:0007420;GO:0007050;GO:0006974;GO:0071480;GO:0071500;GO:0071481;GO:0008340;GO:0006975;GO:0006977;GO:0000729;GO:0006260;GO:0000731;GO:0000724;GO:0006303;GO:0097695;GO:0097694;GO:0007143;GO:0007507;GO:0071044;GO:0002377;GO:0008630;GO:0042159;GO:0007140;GO:0045141;GO:0007094;GO:0035264;GO:0030889;GO:1904354;GO:1904262;GO:0051402;GO:0048599;GO:0001541;GO:0036289;GO:0018105;GO:0043065;GO:0043517;GO:0033129;GO:0043525;GO:1904884;GO:0032212;GO:1904358;GO:0009791;GO:0002331;GO:0046777;GO:0006468;GO:0007131;GO:0042981;GO:0010506;GO:1900034;GO:1901796;GO:0032210;GO:0090399;GO:0001666;GO:0010212;GO:0007165;GO:0072434;GO:0001756;GO:0000732;GO:0048538;GO:0033151
isogroup80367	GO:0070062
isogroup74862	GO:0016607;GO:0005730
isogroup95961	GO:0005829;GO:0030552;GO:0007283
isogroup514868	GO:0030054;GO:0005737;GO:0038039;GO:1902710;GO:0005887;GO:0043005;GO:0005886;GO:0045211;GO:0004965;GO:0046982;GO:0007268;GO:0007186;GO:0007214;GO:0007194
isogroup57753	GO:0005930;GO:0005737;GO:0030154;GO:0060271;GO:0060294;GO:0007283
isogroup222182	GO:0000139;GO:0016021;GO:0030246;GO:0046872;GO:0004653;GO:0018243
isogroup178750	GO:0016021;GO:0016020;GO:0005886;GO:0055056;GO:0005355;GO:0005351;GO:0046323;GO:0035428
isogroup244863	GO:0030673;GO:0009986;GO:0030425;GO:0032590;GO:0016021;GO:0032809;GO:0008076;GO:0005251;GO:0044325;GO:0019894;GO:0005249;GO:0035690;GO:0021549;GO:0021759;GO:1901381;GO:0071805;GO:0051260;GO:0051262;GO:0014075;GO:0010996;GO:0071774;GO:0009642;GO:1990089;GO:0035864;GO:0009636
isogroup75300	GO:0005737;GO:0044614;GO:0000822;GO:0005543;GO:0031369;GO:0006406;GO:0016973;GO:0006446;GO:0006449
isogroup93774	GO:0034703;GO:0016021;GO:0005886;GO:0005262;GO:0005261;GO:0015276;GO:0097604;GO:0006816;GO:0006812;GO:0034605;GO:0001580;GO:0050968;GO:0050965;GO:0050960;GO:0007638;GO:0046957;GO:0023041;GO:0007602;GO:0050850;GO:0009408;GO:0009416;GO:0010378;GO:0040040;GO:0043052
isogroup24603	GO:0035578;GO:0005783;GO:0005788;GO:0070062;GO:0005576;GO:0043202;GO:0003756;GO:0043277;GO:0045454;GO:0043066;GO:0043312;GO:0006457;GO:0034976
isogroup198595	GO:0016021;GO:0005524;GO:0005007;GO:0008284
isogroup41148	GO:0008023;GO:0046872;GO:0000993;GO:0048096;GO:0006368
isogroup25079	GO:0005783;GO:0098793;GO:0008022;GO:0007186;GO:0007269
isogroup321809	GO:0016021;GO:0005886;GO:0005355;GO:0005366;GO:0005351;GO:0046323;GO:0035428
isogroup37007	GO:0016021
isogroup16204	GO:0005737;GO:0005783;GO:0005528;GO:0003755;GO:0061077
isogroup169472	GO:0004190;GO:0003677;GO:0004519;GO:0003964;GO:0008270;GO:0046740
isogroup405135	GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074
isogroup28034	GO:0005829;GO:0005769;GO:0005783;GO:0044233;GO:0005764;GO:0042470;GO:0033162;GO:0016020;GO:0005739;GO:0045335;GO:0030670;GO:0005886;GO:0005802;GO:0035650;GO:0035651;GO:0036461;GO:0005525;GO:0030742;GO:0003924;GO:0035646;GO:1903232;GO:0007005;GO:0090383;GO:0060155;GO:0072657;GO:0015031;GO:0016192
isogroup18308	GO:0005737;GO:0005634;GO:0030154;GO:0007275;GO:0008285;GO:0010629;GO:0061099;GO:0007283
isogroup27551	GO:0016021;GO:0005524;GO:0016849;GO:0004674;GO:0009190;GO:0035556
isogroup197222	GO:0005737;GO:0004842;GO:0008270;GO:0007250;GO:0006955;GO:0070534;GO:0042981
isogroup32744	GO:0005737;GO:0035371;GO:0030496;GO:0042802;GO:0008017;GO:0007049;GO:0051301;GO:0045737;GO:1903033;GO:0045893
isogroup39511	GO:0005737;GO:0005524;GO:0061631;GO:0061630;GO:0031625;GO:0004842;GO:0043161;GO:0070979;GO:0070936
isogroup52032	GO:0005813;GO:0005737;GO:0060077;GO:0005886;GO:0097120
isogroup82201	GO:0005509
isogroup13862	GO:0005887;GO:0008514;GO:0015711
isogroup20052	GO:0097545;GO:0005737;GO:0031514;GO:0070840;GO:0003341;GO:0036159;GO:2000574
isogroup44180	GO:0005783;GO:0030176;GO:0005730;GO:0007338;GO:0030433
isogroup32371	GO:0005887;GO:0004952
isogroup205476	GO:0046872;GO:0003964;GO:0009036;GO:0006310;GO:0090305;GO:0032199;GO:0032197
isogroup148630	
isogroup207000	GO:0102005;GO:0009234;GO:0006744
isogroup313912	GO:0005737;GO:0016021;GO:0005886;GO:0005509;GO:0004930;GO:0048813;GO:0007186;GO:0007156;GO:0021999;GO:0022407;GO:0006355;GO:0016055;GO:0060071
isogroup34087	GO:0016323;GO:0005829;GO:0070062;GO:0005615;GO:0005654;GO:0016404;GO:0003824;GO:0051287;GO:0070403;GO:0004957;GO:0042803;GO:0097070;GO:0007565;GO:0001822;GO:0045786;GO:0030728;GO:0007567;GO:0043065;GO:1904707;GO:0006693;GO:0032355;GO:0045471;GO:0032496;GO:0070493;GO:0007179
isogroup184451	GO:0005829;GO:0005634;GO:0009705;GO:0005524;GO:0004674;GO:0071470;GO:0071472;GO:0035556;GO:0006468
isogroup162304	
isogroup16198	
isogroup30684	GO:0005829
isogroup463291	GO:0031463;GO:0005654;GO:0016567;GO:0042787
isogroup211560	GO:0005634;GO:0046975;GO:0003713;GO:0010452;GO:0018027;GO:0018026;GO:0018023;GO:0045893;GO:0006351
isogroup162383	GO:0016021;GO:0016020;GO:0005262;GO:0005509;GO:0030246;GO:0001965;GO:0050982
isogroup16311	GO:0005829;GO:0005634;GO:0046872;GO:0004843;GO:0030968;GO:0016579;GO:0035871;GO:1990167;GO:0035523;GO:1990168;GO:0071108;GO:0070536;GO:0030433
isogroup183813	GO:0005634;GO:0003677;GO:0003700;GO:0009887;GO:0006351
isogroup154160	GO:0016021;GO:0005886;GO:0005509;GO:0004930;GO:0007413;GO:0060271;GO:0036514;GO:0007156;GO:0001764;GO:1904938;GO:0032880;GO:0001932;GO:0036515
isogroup68325	GO:0005912;GO:0005923;GO:0005813;GO:0005737;GO:0016328;GO:0005874;GO:0048487;GO:0051087;GO:0005096;GO:0034333;GO:0070830;GO:0048667;GO:0000278;GO:0010812;GO:0031115;GO:0007023;GO:0006457;GO:0007021
isogroup328137	GO:0000139;GO:0016021;GO:0003829;GO:0006486
isogroup62820	GO:0016021
isogroup105607	GO:0015030;GO:0005813;GO:0005829;GO:0043025;GO:0005654;GO:0005634;GO:0003723;GO:0015643;GO:0051168;GO:0015031;GO:0006408;GO:0042795
isogroup4389	GO:0005737;GO:0005829;GO:0070062;GO:0005634;GO:0005524;GO:0003723;GO:0003713;GO:0061631;GO:0031625;GO:0097027;GO:0004842;GO:0044770;GO:0008283;GO:0071385;GO:0071383;GO:1903955;GO:0031398;GO:0051443;GO:0070979;GO:0000209;GO:0016567;GO:0042787;GO:0006355;GO:0006351
isogroup73864	GO:0005604;GO:0070062;GO:0031012;GO:0005576;GO:0005615;GO:0005925;GO:0005796;GO:0043202;GO:0005886;GO:0005509;GO:0008022;GO:0001525;GO:0044267;GO:0022617;GO:0030198;GO:0006024;GO:0006027;GO:0030203;GO:0001523
isogroup195393	GO:0008833;GO:0003677;GO:0008270;GO:0006281
isogroup97426	GO:0045179;GO:0005737
isogroup400545	GO:0005737;GO:0005524;GO:0051082;GO:0006457;GO:0006950
isogroup189959	GO:0005789;GO:0031090;GO:0070330;GO:0020037;GO:0005506
isogroup180791	GO:0005829;GO:0070062;GO:0005759;GO:0005739;GO:0005654;GO:0005634;GO:0008670;GO:0070402;GO:0016651;GO:0006635;GO:0051289
isogroup37738	GO:0016272;GO:0044183;GO:0003700;GO:0051082;GO:0007049
isogroup653929	GO:0005783;GO:0005789;GO:0005794;GO:0030173;GO:0005739;GO:0016209;GO:0004517;GO:0004659;GO:0072358;GO:0071498;GO:0001885;GO:0009234;GO:0006744;GO:0032194;GO:0042371
isogroup340800	
isogroup95197	GO:0016021;GO:0007186;GO:0019236
isogroup30138	GO:0005938;GO:0005737;GO:0005829;GO:0001965;GO:0005085;GO:0008356;GO:0008105;GO:0040001;GO:0007163;GO:0010004;GO:0055057;GO:0050821
isogroup332442	
isogroup225097	GO:0005654;GO:0005634;GO:0003677;GO:0071535;GO:0001221;GO:0003700;GO:0000976;GO:0007596;GO:0007399;GO:0006355;GO:0006351
isogroup7602	GO:0030665;GO:0070062;GO:0005925;GO:0016021;GO:0031902;GO:0043202;GO:0005765;GO:0016020;GO:0005886;GO:0019899;GO:0001618;GO:0061024;GO:0010976;GO:0006622;GO:1904978;GO:1905123;GO:1905671
isogroup21920	GO:0010369;GO:0001650;GO:0005654;GO:0005634;GO:0003682;GO:0016579
isogroup61853	GO:0004343;GO:0006048
isogroup21182	GO:0005930;GO:0036064;GO:0005929;GO:0030992;GO:0060271;GO:0045494;GO:0048793;GO:0032006;GO:0060041
isogroup173432	GO:0016607;GO:0005634;GO:0004175;GO:0016929;GO:0016926;GO:0009651;GO:0010228
isogroup103151	GO:0005634;GO:0019005;GO:0030332;GO:0007411;GO:0035147;GO:0071456;GO:0042023;GO:1900038;GO:0060253;GO:0045926;GO:0016567;GO:0007096;GO:1903146;GO:0007088;GO:0030162;GO:0031146;GO:0060438;GO:0007419
isogroup168622	GO:0030659;GO:0000139;GO:0016021;GO:0005802;GO:0046872;GO:0004222;GO:0008168;GO:0007420;GO:0010002;GO:0007507;GO:0016486
isogroup226285	GO:0005576;GO:0004222;GO:0008270
isogroup108164	GO:0005576;GO:0016021;GO:0042151;GO:0044218;GO:0044179;GO:0006811
isogroup38430	GO:0000775;GO:0005829;GO:0005730;GO:0005634;GO:0016605;GO:0042803;GO:0003713;GO:0008134;GO:0006915;GO:0071276;GO:0071280;GO:0072738;GO:0034605;GO:1903936;GO:0034620;GO:0016569;GO:0045892;GO:0031396;GO:0006351
isogroup34706	GO:0030424;GO:0044295;GO:0031252;GO:0030175;GO:0030426;GO:0030027;GO:0005875;GO:0015630;GO:0043204;GO:0048471;GO:0051015;GO:0061573;GO:0007409;GO:0032488;GO:0060327;GO:0061163;GO:0038007;GO:0048812;GO:0045773;GO:2001224;GO:0007265;GO:2000114;GO:0006930
isogroup146628	GO:0016021;GO:0008270
isogroup13109	GO:0005829;GO:0043005;GO:0005634;GO:0045202;GO:0005509;GO:0051480
isogroup9921	GO:0005783;GO:0005789;GO:0016021;GO:0016020;GO:0005634;GO:0035497;GO:0043565;GO:0046332;GO:0044212;GO:0001077;GO:0030968;GO:0070278;GO:0007275;GO:1902236;GO:0001649;GO:0032967;GO:1990440
isogroup164848	
isogroup2688	
isogroup92467	GO:0005887;GO:0005886;GO:0004966;GO:0042923;GO:0017046;GO:0007189;GO:0007186;GO:0043647;GO:0007194;GO:0031175;GO:0046488;GO:0007200;GO:0007204;GO:1902608;GO:0045944
isogroup135607	GO:0005929;GO:0005829;GO:0005615;GO:0016021;GO:0004872;GO:0006955
isogroup192649	GO:0070062;GO:0000139;GO:0042803;GO:0010634;GO:0010718;GO:0070374
isogroup51901	GO:0005615;GO:0020037;GO:0046872;GO:0004601;GO:0042744;GO:0006979
isogroup79057	GO:0016324;GO:0030424;GO:0005887;GO:0015278;GO:1990760;GO:0097604;GO:0005245;GO:0097553;GO:0070588;GO:0071313;GO:0071244;GO:0070417;GO:0034605;GO:1903793;GO:0035774;GO:1904058;GO:0051289;GO:1903522;GO:0098908;GO:0010033;GO:0019233;GO:0014832
isogroup168767	GO:0005813;GO:0005737;GO:0030496;GO:0000922;GO:0007049;GO:0051301;GO:0007346
isogroup9339	GO:0005730;GO:0003677;GO:0046872
isogroup36459	GO:0005789;GO:0033116;GO:0005794;GO:0016021;GO:0005886;GO:0015031
isogroup170995	GO:0005789;GO:0000139;GO:0005524;GO:0046872;GO:0004674;GO:0007049;GO:0010923
isogroup11562	GO:0004197;GO:0046872;GO:0004843;GO:0016579;GO:0006511
isogroup194161	
isogroup186060	GO:0016592;GO:0001104;GO:0006357;GO:0006351
isogroup229925	GO:0031672;GO:0042641;GO:0005671;GO:0031674;GO:0000776;GO:0005654;GO:0005634;GO:0000125;GO:0016407;GO:0003682;GO:0004861;GO:0004402;GO:0042826;GO:0004468;GO:0032403;GO:0019901;GO:0000977;GO:0003713;GO:0003712;GO:0008134;GO:0007050;GO:0032869;GO:0006338;GO:0043966;GO:0043970;GO:0018393;GO:0018076;GO:0008285;GO:0045736;GO:0007219;GO:0018394;GO:0045815;GO:0035948;GO:0045944;GO:0006473;GO:0016579;GO:0010835;GO:0048511;GO:0006367;GO:0016032
isogroup330260	GO:0005576;GO:0008083;GO:0030154;GO:0007275
isogroup32695	GO:0005794;GO:0000139;GO:0016021;GO:0015386;GO:0015385;GO:0071805;GO:0051453
isogroup184720	GO:0016021;GO:0005886;GO:1904408;GO:0008502;GO:0046325;GO:0045820
isogroup312176	GO:0000139;GO:0005634;GO:0048471;GO:0005525;GO:0003924
isogroup337794	GO:0005753;GO:0045261;GO:0005524;GO:0046933;GO:0015986
isogroup29627	GO:0016021;GO:0005622;GO:0005524;GO:0004674;GO:0004871;GO:0035556;GO:0006468
isogroup51410	GO:0005739;GO:0016491
isogroup248090	GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0070062;GO:0005509;GO:0007049;GO:0051301;GO:0050896;GO:0007601
isogroup187586	GO:0016021
isogroup59932	GO:0004089;GO:0008270
isogroup204309	GO:0005737;GO:0005634;GO:0006915;GO:0016567;GO:2000001
isogroup337448	GO:0005524;GO:0004357;GO:0006750;GO:0046685;GO:0009408;GO:0000302;GO:0000303
isogroup622954	GO:0097014;GO:0005737;GO:0005868;GO:0030286;GO:0030990;GO:0005874;GO:0031514;GO:0005886;GO:0005524;GO:0016887;GO:0045503;GO:0003777;GO:0003774;GO:0072594;GO:0007018;GO:0044458;GO:0007275
isogroup29528	GO:0005737;GO:0015630;GO:0032510;GO:0007040;GO:0042267;GO:0043473;GO:0015031
isogroup50545	GO:0005829;GO:0005634;GO:0019005;GO:0031625;GO:0021987;GO:0048813;GO:0043161;GO:0042787;GO:0030162
isogroup30609	GO:0005739;GO:0016810;GO:0006807
isogroup684908	GO:0016021;GO:0030552;GO:0030553;GO:0005216;GO:0050896;GO:0007608
isogroup178179	GO:0097362;GO:0005634;GO:0005524;GO:0003677;GO:0004386;GO:0007049;GO:0006974;GO:0006260;GO:0000724
isogroup58123	GO:0005768;GO:0005794;GO:0000139;GO:0016021;GO:0005802;GO:0042802;GO:0016757;GO:0052324;GO:2001009
isogroup884034	GO:0000287;GO:0004610;GO:0005975;GO:0071555;GO:0006048
isogroup40943	GO:0016324;GO:0016020;GO:0047555;GO:0046872;GO:0046068;GO:0032240;GO:0007165
isogroup34979	GO:0043234;GO:0008080
isogroup105606	GO:0061685;GO:0017183
isogroup532093	GO:0005576;GO:0016798;GO:0046872;GO:0004767;GO:0046513;GO:0006685
isogroup4522	GO:0005776;GO:0005829;GO:0005739;GO:0005886;GO:0030667;GO:0005525;GO:0003924;GO:0006914;GO:0043312;GO:0015031
isogroup223474	GO:0016604;GO:0005654;GO:0000166;GO:0006260;GO:0000731;GO:0042593;GO:0035264;GO:0002023;GO:1901796;GO:0009749;GO:0000732
isogroup49644	GO:0005829;GO:0005777;GO:0051537;GO:0009055;GO:0050660;GO:0070674;GO:0005506;GO:0030151;GO:0043546;GO:0016614;GO:0016903;GO:0004854;GO:0004855;GO:0034418;GO:0009115
isogroup295264	GO:0005829;GO:0005654;GO:0005634;GO:0051539;GO:0003677;GO:0046872;GO:0045145;GO:0036297
isogroup130707	GO:0005581;GO:0005578;GO:0007155
isogroup72820	GO:0006310;GO:0032196
isogroup11467	GO:0005737;GO:0070062;GO:0005615;GO:0004021;GO:0030170;GO:0009058;GO:0042853
isogroup293704	GO:0005737;GO:0005634;GO:0003677;GO:0046872;GO:0007610;GO:0030154;GO:0042472;GO:0007389;GO:0008589;GO:0006355;GO:0021510;GO:0006351
isogroup285593	GO:0005634;GO:0003677
isogroup75550	GO:0005737;GO:0016020;GO:0005525;GO:0003924;GO:0007165
isogroup8594	GO:0005737;GO:0032021;GO:0005654;GO:0003723;GO:0034244;GO:0050434;GO:0006368;GO:0006366
isogroup78480	GO:0016021
isogroup151881	GO:0005887;GO:0042734;GO:0004930;GO:0008066;GO:0001642;GO:0007196;GO:0007268;GO:0030818;GO:0051966;GO:0007608;GO:0035249
isogroup15627	GO:0070062;GO:0005615;GO:0005578;GO:0004175;GO:0042802;GO:0004222;GO:0008237;GO:0008233;GO:0004252;GO:0008270;GO:0071276;GO:0034614;GO:0030574;GO:0007566;GO:0035987;GO:0030198;GO:0050900;GO:0043066;GO:2001258;GO:2001268;GO:2001243;GO:0001503;GO:0043065;GO:0043388;GO:0045742;GO:0051549;GO:0001934;GO:1900122;GO:0090200;GO:1904707;GO:0006508;GO:0001501
isogroup91867	GO:0071013;GO:0005829;GO:0071011;GO:0005682;GO:0005524;GO:0008380
isogroup298891	GO:0005576;GO:0005635;GO:0003779;GO:0004530;GO:0006915;GO:0006308
isogroup431173	GO:1990316;GO:0005829;GO:0000407;GO:0019901;GO:0019887;GO:0032147;GO:0000045;GO:0006914;GO:0035096;GO:0045850;GO:0010506
isogroup282300	GO:0016604;GO:0005654;GO:0003684;GO:0003887;GO:0046872;GO:0006281;GO:0006260;GO:0042276;GO:0006297;GO:0033683;GO:0006296;GO:0006283;GO:0019985
isogroup11620	GO:0015629;GO:0005615;GO:0005634;GO:0003682;GO:0003723;GO:0042593;GO:0046627;GO:0006355;GO:0006351
isogroup16956	GO:0005737;GO:0005634;GO:0005524;GO:0004693;GO:0006468
isogroup66810	GO:0005737;GO:0070062;GO:0016783;GO:0034227;GO:0002098
isogroup16113	
isogroup170582	
isogroup514663	GO:0005634;GO:0003682;GO:0000980;GO:0000981;GO:0001206;GO:0007411;GO:0021846;GO:0021853;GO:0021800;GO:0021831;GO:0072148;GO:0021759;GO:0044241;GO:0010628;GO:0046622;GO:0042127;GO:0006351
isogroup17177	GO:0016021;GO:0016787
isogroup6464	GO:0005737;GO:0004022;GO:0051903;GO:0008270;GO:0006069
isogroup63610	GO:0005739;GO:0004479
isogroup2638	GO:0005654;GO:0000978;GO:0004879;GO:0003707;GO:0003700;GO:0001077;GO:0008270;GO:0045944;GO:0006357;GO:0006367
isogroup54422	GO:0030054;GO:0005829;GO:0070062;GO:0019898;GO:0005925;GO:0005654;GO:0005634;GO:0005886;GO:0008091;GO:0003779;GO:0042731;GO:0030507;GO:0005200;GO:0031032;GO:0030866
isogroup229658	GO:0005576
isogroup13063	GO:0016021;GO:0016459;GO:0003779;GO:0005524;GO:0005096;GO:0046872;GO:0003774;GO:0035556
isogroup6910	GO:0005829;GO:0000145;GO:0030667;GO:0045296;GO:0000149;GO:0051601;GO:0006887;GO:0015031
isogroup8521	GO:0005665;GO:0005654;GO:0005634;GO:0003677;GO:0003899;GO:0030275;GO:0046983;GO:0034587;GO:0006366
isogroup85993	GO:0009986;GO:0005737;GO:0070062;GO:0005925;GO:0004198;GO:0006508
isogroup288605	GO:0016324;GO:0010008;GO:0005765;GO:0005764;GO:0005509;GO:0031419;GO:0008203;GO:0015031
isogroup423139	
isogroup11256	GO:0005635;GO:0005640;GO:0005634;GO:0005524
isogroup412788	GO:0005634;GO:0046872;GO:0004518
isogroup41308	GO:0005694;GO:0005737;GO:0016592;GO:0043138;GO:0005524;GO:0043140;GO:0003677;GO:0009378;GO:0046872;GO:0006310;GO:0006281;GO:0006260;GO:0000724;GO:0006355;GO:0006351
isogroup35282	GO:0005829;GO:0016607;GO:0005634;GO:0005681;GO:0051018;GO:0003723;GO:0042113;GO:0006397;GO:0043484;GO:0006355;GO:0008380;GO:0007165
isogroup113931	GO:0005912;GO:0045179;GO:0045177;GO:0005911;GO:0005634;GO:0000932;GO:0005667;GO:0003779;GO:0003714;GO:0008270;GO:0007010;GO:0035329;GO:0000278;GO:0035331;GO:0030707;GO:2000637;GO:0045572;GO:0046622;GO:0071539;GO:0006355;GO:0001666
isogroup289149	GO:0030425;GO:1990712;GO:0005887;GO:0043025;GO:0005886;GO:0043235;GO:0005524;GO:0001948;GO:0046872;GO:0004674;GO:0004702;GO:0046332;GO:0005025;GO:0004675;GO:0030509;GO:0001502;GO:0071773;GO:0002063;GO:0009953;GO:0060350;GO:0001654;GO:0006954;GO:0035108;GO:1902731;GO:0001550;GO:0042698;GO:0030501;GO:0061036;GO:0045597;GO:0032332;GO:1902043;GO:0045669;GO:0045944;GO:0006468;GO:0030166;GO:0060041;GO:0031290;GO:0001501
isogroup23796	GO:0048511
isogroup346816	GO:0005525
isogroup39896	GO:0000324;GO:0016021;GO:0005774;GO:0015809;GO:0015819;GO:0051453
isogroup157030	GO:0016491
isogroup210980	GO:0005615;GO:0004866;GO:0006957;GO:0006958;GO:0006954
isogroup22430	GO:0070062;GO:0005730;GO:0005634;GO:0005667;GO:0033613;GO:0003678;GO:0003690;GO:0042802;GO:0003723;GO:0003697;GO:0003713;GO:0001205;GO:0060261;GO:0051260;GO:0006357;GO:0060395
isogroup43424	GO:0016020;GO:0032420;GO:0005262;GO:0050982;GO:0007605
isogroup151545	GO:0009337;GO:0003958;GO:0016903;GO:0004783;GO:0019344;GO:0070814;GO:0009086;GO:0000103
isogroup218275	GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074
isogroup176340	GO:0000139;GO:0030176;GO:0005634;GO:0003677;GO:0005096;GO:0051020;GO:0005090;GO:0001077;GO:0048208;GO:0006888;GO:0032527;GO:0009306;GO:0003400;GO:0006355
isogroup103851	
isogroup176313	GO:0016021;GO:0004842;GO:0042593;GO:0006006
isogroup283911	GO:0016021;GO:0005741;GO:0016491
isogroup42319	GO:0030119;GO:0005829;GO:0005770;GO:0031902;GO:0005765;GO:0005764;GO:0005654;GO:0005886;GO:0000724;GO:0016197;GO:0015031
isogroup85661	GO:0005694;GO:0005737;GO:0005654;GO:0005634;GO:0035861;GO:0005524;GO:0043140;GO:0003677;GO:0009378;GO:0006284;GO:0008340;GO:0006259;GO:0006260;GO:0000724;GO:0040007;GO:0010212
isogroup478619	GO:0070062;GO:0005524
isogroup37174	GO:0005743;GO:0005763;GO:0070181;GO:0003735;GO:0032543;GO:0070125;GO:0070124
isogroup88214	GO:0030054;GO:0042995;GO:0034707;GO:0005887;GO:0005886;GO:0045211;GO:0016934;GO:0016594;GO:0022852;GO:0046872;GO:0071230;GO:0071361;GO:0071294;GO:1902476;GO:0034220;GO:0007218;GO:0060012
isogroup160787	GO:0005739;GO:0005634;GO:0005657;GO:0005524;GO:0043141;GO:0003677;GO:0010521;GO:0032508;GO:0006310;GO:0006281;GO:0006260;GO:0044806;GO:0000002;GO:0051974;GO:0032211;GO:0000723
isogroup22943	GO:0003676;GO:0008270;GO:0015074
isogroup40940	GO:0008168;GO:0003676;GO:0016746;GO:0008270
isogroup7326	GO:0009346;GO:0005829;GO:0070062;GO:0005654;GO:0005886;GO:0005524;GO:0003878;GO:0048037;GO:0046872;GO:0006085;GO:0006101;GO:0006633;GO:0008610;GO:0006107
isogroup297637	GO:0032279;GO:0030424;GO:0043679;GO:0009986;GO:0030425;GO:0043198;GO:0005794;GO:0005887;GO:0016020;GO:0043025;GO:0045211;GO:0048786;GO:0042734;GO:0043234;GO:0005791;GO:0045202;GO:0043195;GO:0001640;GO:0005246;GO:0048306;GO:0005516;GO:0016595;GO:0001642;GO:0030165;GO:0042803;GO:0007196;GO:0007611;GO:0014050;GO:0051966;GO:0007608
isogroup481472	GO:0097440;GO:0043679;GO:0097441;GO:0030054;GO:0005737;GO:0031410;GO:0030425;GO:0060076;GO:0097451;GO:0016021;GO:0005771;GO:0043025;GO:1990030;GO:0043204;GO:0045202;GO:0030672;GO:0005313;GO:0015293;GO:0007420;GO:0090102;GO:0003407;GO:0006836;GO:0007605;GO:0006814
isogroup223393	GO:0016021
isogroup112916	GO:0015030;GO:0005737;GO:0005697;GO:0003723;GO:0051973;GO:0032203
isogroup11184	GO:0005737;GO:0005829;GO:0046875;GO:0005096;GO:0046872;GO:0005070;GO:0048013;GO:0035556;GO:0008045;GO:0050770;GO:0043087;GO:0051056
isogroup227271	GO:0030133;GO:0004222;GO:0008270
isogroup48055	GO:0005634;GO:0003677;GO:0046872;GO:0006355;GO:0006351
isogroup3532	GO:0043296;GO:0045177;GO:0016323;GO:0005923;GO:0030054;GO:0005913;GO:0005737;GO:0005829;GO:0005921;GO:0005886;GO:0045296;GO:0005516;GO:0007043;GO:1901350;GO:0090557;GO:0035329
isogroup12404	GO:0005789;GO:0016021;GO:0005220;GO:0007275;GO:0007338
