Mcavernosa30988	K13912
Mcavernosa12206	K21422
Mcavernosa11829	K12343
Mcavernosa15985	K10454
Mcavernosa23505	K10106
Mcavernosa08269	K13711
Mcavernosa31083	K01310
Mcavernosa33976	K22990
Mcavernosa33950	K19352
Mcavernosa00444	K16536
Mcavernosa32376	K23800
Mcavernosa05505	K17495
Mcavernosa24672	K24133
Mcavernosa23559	K02739
Mcavernosa16079	K14638
Mcavernosa35015	K05016
Mcavernosa04658	K01395
Mcavernosa16443	K09228
Mcavernosa32733	K17916
Mcavernosa34818	K04849
Mcavernosa16348	K00901
Mcavernosa06235	K09636
Mcavernosa20772	K17689
Mcavernosa26757	K24469
Mcavernosa14100	K04153
Mcavernosa04921	K01045
Mcavernosa19907	K04358
Mcavernosa04589	K16483
Mcavernosa27341	K13159
Mcavernosa31329	K18598
Mcavernosa19100	K16726
Mcavernosa11094	K00757
Mcavernosa25585	K09275
Mcavernosa05708	K10361
Mcavernosa22238	K12868
Mcavernosa20127	K13708
Mcavernosa28140	K10133
Mcavernosa28431	K23741
Mcavernosa33339	K10896
Mcavernosa16156	K14439
Mcavernosa03899	K18270
Mcavernosa18598	K12194
Mcavernosa16836	K15111
Mcavernosa16393	K13155
Mcavernosa19190	K24469
Mcavernosa24362	K17341
Mcavernosa04395	K09288
Mcavernosa03501	K08779
Mcavernosa21606	K14572
Mcavernosa23883	K23333
Mcavernosa03470	K16513
Mcavernosa04020	K08187
Mcavernosa14178	K23963
Mcavernosa02354	K24437
Mcavernosa01180	K04659
Mcavernosa17323	K02599
Mcavernosa04708	K18161
Mcavernosa02872	K17675
Mcavernosa28801	K06841
Mcavernosa28410	K10902
Mcavernosa09909	K06229
Mcavernosa20779	K06172
Mcavernosa16361	K08765
Mcavernosa10607	K18458
Mcavernosa19924	K14163
Mcavernosa04258	K24835
Mcavernosa19469	K05641
Mcavernosa20602	K08465
Mcavernosa07304	K07918
Mcavernosa35123	K00920
Mcavernosa35068	K19511
Mcavernosa33939	K14319
Mcavernosa29951	K15607
Mcavernosa22649	K03175
Mcavernosa13480	K19870
Mcavernosa22849	K03686
Mcavernosa07930	K01443
Mcavernosa10754	K04958
Mcavernosa11206	K24512
Mcavernosa02233	K24469
Mcavernosa00150	K10454
Mcavernosa17087	K12035
Mcavernosa28210	K09360
Mcavernosa22666	K15293
Mcavernosa10682	K08049
Mcavernosa10219	K14554
Mcavernosa25025	K08076
Mcavernosa27886	K06210
Mcavernosa17810	K04984
Mcavernosa16531	K08193
Mcavernosa09703	K06537
Mcavernosa07458	K21847
Mcavernosa02036	K08469
Mcavernosa05670	K09561
Mcavernosa05520	K09228
Mcavernosa02240	K16312
Mcavernosa13019	K15171
Mcavernosa16323	K03424
Mcavernosa15646	K09410
Mcavernosa11547	K12164
Mcavernosa18001	K07890
Mcavernosa24991	K03068
Mcavernosa11692	K08187
Mcavernosa13617	K15711
Mcavernosa17268	K04267
Mcavernosa04212	K09038
Mcavernosa27822	K10485
Mcavernosa01192	K10393
Mcavernosa15473	K08842
Mcavernosa04785	K00059
Mcavernosa27160	K04422
Mcavernosa01079	K11661
Mcavernosa13366	K01510
Mcavernosa03495	K08637
Mcavernosa13031	K19483
Mcavernosa33429	K04441
Mcavernosa08405	K18274
Mcavernosa34342	K11546
Mcavernosa27415	K09553
Mcavernosa18515	K15437
Mcavernosa06871	K06238
Mcavernosa10572	K08267
Mcavernosa31449	K02154
Mcavernosa05253	K06826
Mcavernosa24115	K06698
Mcavernosa00044	K18723
Mcavernosa30576	K00337
Mcavernosa24070	K22561
Mcavernosa15748	K12303
Mcavernosa01446	K20181
Mcavernosa06260	K04461
Mcavernosa25224	K17352
Mcavernosa18757	K08491
Mcavernosa00412	K00763
Mcavernosa04088	K08451
Mcavernosa01003	K11729
Mcavernosa21010	K17632
Mcavernosa12106	K21347
Mcavernosa22642	K07847
Mcavernosa10379	K01231
Mcavernosa29034	K10571
Mcavernosa29843	K20020
Mcavernosa13921	K24852
Mcavernosa05843	K10457
Mcavernosa24599	K14829
Mcavernosa32744	K03873
Mcavernosa22844	K16609
Mcavernosa27914	K10644
Mcavernosa27982	K05613
Mcavernosa31444	K05719
Mcavernosa35215	K01845
Mcavernosa14118	K12818
Mcavernosa11508	K09640
Mcavernosa01476	K06058
Mcavernosa04571	K01315
Mcavernosa06586	K04358
Mcavernosa03115	K22790
Mcavernosa11659	K16469
Mcavernosa16412	K23690
Mcavernosa20077	K08465
Mcavernosa18957	K22790
Mcavernosa21796	K04834
Mcavernosa06892	K09657
Mcavernosa04364	K06237
Mcavernosa06177	K20198
Mcavernosa00991	K18417
Mcavernosa14296	K11971
Mcavernosa05294	K09407
Mcavernosa08921	K17341
Mcavernosa25774	K24498
Mcavernosa14394	K12562
Mcavernosa00385	K04887
Mcavernosa19855	K24437
Mcavernosa31427	K17356
Mcavernosa17961	K06265
Mcavernosa28905	K05695
Mcavernosa09126	K16518
Mcavernosa01713	K11259
Mcavernosa07521	K00461
Mcavernosa25488	K16353
Mcavernosa16080	K14638
Mcavernosa12417	K06947
Mcavernosa20001	K22563
Mcavernosa31579	K24682
Mcavernosa03019	K16741
Mcavernosa14345	K08134
Mcavernosa26739	K02977
Mcavernosa05637	K03537
Mcavernosa02760	K14411
Mcavernosa29019	K21991
Mcavernosa34938	K01132
Mcavernosa34668	K24517
Mcavernosa12648	K09553
Mcavernosa05851	K04773
Mcavernosa27664	K22858
Mcavernosa05715	K05312
Mcavernosa19830	K24006
Mcavernosa03127	K12805
Mcavernosa14561	K12385
Mcavernosa01986	K24412
Mcavernosa21308	K18798
Mcavernosa08728	K03510
Mcavernosa01124	K10598
Mcavernosa28642	K13137
Mcavernosa01184	K05869
Mcavernosa09285	K00166
Mcavernosa08037	K17306
Mcavernosa00695	K07299
Mcavernosa08057	K12751
Mcavernosa29037	K10457
Mcavernosa24024	K17080
Mcavernosa19020	K00287
Mcavernosa03672	K00029
Mcavernosa12710	K01349
Mcavernosa27657	K10589
Mcavernosa08780	K06711
Mcavernosa21911	K07852
Mcavernosa08880	K01394
Mcavernosa08772	K21347
Mcavernosa02340	K21278
Mcavernosa21347	K01020
Mcavernosa03289	K00649
Mcavernosa13397	K04715
Mcavernosa04673	K17710
Mcavernosa21916	K07855
Mcavernosa20216	K01310
Mcavernosa30630	K24610
Mcavernosa23548	K14564
Mcavernosa01795	K22453
Mcavernosa07390	K22747
Mcavernosa16991	K23424
Mcavernosa06880	K22384
Mcavernosa28610	K04600
Mcavernosa22111	K10256
Mcavernosa21868	K01462
Mcavernosa15642	K01711
Mcavernosa14483	K00010
Mcavernosa03867	K03462
Mcavernosa26998	K08991
Mcavernosa00382	K04887
Mcavernosa24234	K02111
Mcavernosa08020	K11997
Mcavernosa02130	K08129
Mcavernosa06716	K19525
Mcavernosa21833	K00802
Mcavernosa00083	K20840
Mcavernosa22794	K16550
Mcavernosa03578	K08876
Mcavernosa08662	K02599
Mcavernosa06900	K07765
Mcavernosa11453	K11138
Mcavernosa13217	K03929
Mcavernosa24566	K01371
Mcavernosa29088	K13250
Mcavernosa15096	K23552
Mcavernosa18265	K07762
Mcavernosa14636	K11878
Mcavernosa31831	K05731
Mcavernosa05554	K07556
Mcavernosa30919	K20308
Mcavernosa26047	K07126
Mcavernosa13725	K01578
Mcavernosa28984	K14426
Mcavernosa33845	K03899
Mcavernosa19516	K03979
Mcavernosa16529	K12657
Mcavernosa24995	K03068
Mcavernosa09084	K19363
Mcavernosa23076	K21870
Mcavernosa13136	K15076
Mcavernosa15566	K01271
Mcavernosa23871	K07841
Mcavernosa22710	K03243
Mcavernosa00077	K00058
Mcavernosa14572	K12132
Mcavernosa11287	K06711
Mcavernosa06433	K10589
Mcavernosa27826	K06632
Mcavernosa22100	K24909
Mcavernosa22105	K15289
Mcavernosa26743	K10631
Mcavernosa18197	K24941
Mcavernosa31840	K22824
Mcavernosa30882	K00869
Mcavernosa33666	K05312
Mcavernosa03320	K08002
Mcavernosa32140	K12323
Mcavernosa31555	K09668
Mcavernosa06978	K23791
Mcavernosa08360	K13700
Mcavernosa01460	K15260
Mcavernosa20456	K14703
Mcavernosa04525	K24915
Mcavernosa26230	K18735
Mcavernosa27304	K13884
Mcavernosa00161	K10356
Mcavernosa11581	K03068
Mcavernosa27345	K13159
Mcavernosa10956	K18273
Mcavernosa02205	K00142
Mcavernosa17658	K19219
Mcavernosa12706	K03005
Mcavernosa25156	K04437
Mcavernosa24018	K10803
Mcavernosa11329	K10390
Mcavernosa13997	K00942
Mcavernosa05487	K24815
Mcavernosa03255	K04892
Mcavernosa12359	K11583
Mcavernosa27831	K10637
Mcavernosa09675	K11655
Mcavernosa02389	K10477
Mcavernosa09019	K05695
Mcavernosa23189	K04469
Mcavernosa30898	K18529
Mcavernosa01787	K14648
Mcavernosa08446	K23696
Mcavernosa02111	K15259
Mcavernosa14342	K14165
Mcavernosa04881	K17341
Mcavernosa31174	K15615
Mcavernosa28127	K23092
Mcavernosa03466	K00699
Mcavernosa22768	K05701
Mcavernosa00842	K10755
Mcavernosa08652	K08077
Mcavernosa02267	K16639
Mcavernosa10920	K03363
Mcavernosa31399	K16669
Mcavernosa09190	K03019
Mcavernosa25157	K04437
Mcavernosa13417	K14213
Mcavernosa23061	K08803
Mcavernosa16784	K05307
Mcavernosa11332	K11154
Mcavernosa06998	K22754
Mcavernosa08318	K00019
Mcavernosa30815	K24510
Mcavernosa05498	K12405
Mcavernosa20141	K14326
Mcavernosa01365	K06628
Mcavernosa18978	K04638
Mcavernosa13708	K17918
Mcavernosa08789	K12393
Mcavernosa17220	K03783
Mcavernosa24335	K09035
Mcavernosa19201	K01262
Mcavernosa12217	K20198
Mcavernosa00971	K07192
Mcavernosa33557	K20403
Mcavernosa22659	K24979
Mcavernosa31341	K03209
Mcavernosa31031	K13129
Mcavernosa33671	K20129
Mcavernosa33774	K17080
Mcavernosa34447	K00281
Mcavernosa02016	K02318
Mcavernosa29542	K00744
Mcavernosa13874	K10643
Mcavernosa17293	K06238
Mcavernosa25741	K24835
Mcavernosa04496	K01558
Mcavernosa08503	K01107
Mcavernosa22857	K10482
Mcavernosa24876	K15369
Mcavernosa00111	K19491
Mcavernosa15391	K00262
Mcavernosa26343	K02599
Mcavernosa30160	K03250
Mcavernosa09223	K15261
Mcavernosa00350	K04615
Mcavernosa13896	K02605
Mcavernosa01322	K11699
Mcavernosa19159	K21862
Mcavernosa31360	K17778
Mcavernosa07318	K18032
Mcavernosa01057	K05853
Mcavernosa11468	K24431
Mcavernosa12053	K20318
Mcavernosa32690	K05094
Mcavernosa23659	K11991
Mcavernosa10181	K24470
Mcavernosa20853	K19899
Mcavernosa28002	K04712
Mcavernosa17236	K00939
Mcavernosa17415	K15538
Mcavernosa16612	K22078
Mcavernosa10688	K12162
Mcavernosa01284	K03676
Mcavernosa00927	K02326
Mcavernosa28582	K09258
Mcavernosa17023	K08193
Mcavernosa14758	K17550
Mcavernosa22188	K24469
Mcavernosa21108	K17592
Mcavernosa11741	K04988
Mcavernosa07505	K11837
Mcavernosa34258	K13045
Mcavernosa18226	K06255
Mcavernosa05862	K02433
Mcavernosa22034	K03979
Mcavernosa08239	K15601
Mcavernosa27957	K09180
Mcavernosa06140	K04594
Mcavernosa17682	K08024
Mcavernosa27749	K01135
Mcavernosa25806	K14834
Mcavernosa12292	K01191
Mcavernosa25197	K11096
Mcavernosa12127	K20198
Mcavernosa07553	K10841
Mcavernosa15756	K10392
Mcavernosa09627	K03124
Mcavernosa15703	K01596
Mcavernosa04986	K15277
Mcavernosa05267	K03845
Mcavernosa05446	K06640
Mcavernosa14211	K01020
Mcavernosa24003	K12600
Mcavernosa30996	K00461
Mcavernosa11316	K07944
Mcavernosa34241	K00128
Mcavernosa05090	K07127
Mcavernosa08962	K11339
Mcavernosa17562	K21437
Mcavernosa05917	K04657
Mcavernosa14405	K16629
Mcavernosa02754	K05636
Mcavernosa23127	K23939
Mcavernosa34598	K05728
Mcavernosa14526	K12846
Mcavernosa15819	K00002
Mcavernosa12397	K04874
Mcavernosa07240	K05330
Mcavernosa28867	K24338
Mcavernosa14877	K04555
Mcavernosa28167	K03039
Mcavernosa26585	K10408
Mcavernosa07049	K13206
Mcavernosa06016	K20407
Mcavernosa25192	K18050
Mcavernosa03558	K24335
Mcavernosa16336	K03900
Mcavernosa27019	K04221
Mcavernosa33201	K00974
Mcavernosa31213	K19684
Mcavernosa02988	K07374
Mcavernosa15005	K24778
Mcavernosa21717	K23902
Mcavernosa04407	K01802
Mcavernosa25964	K01349
Mcavernosa18580	K04412
Mcavernosa26136	K06793
Mcavernosa34735	K20176
Mcavernosa26980	K10443
Mcavernosa24684	K00306
Mcavernosa18257	K22449
Mcavernosa01844	K01444
Mcavernosa11534	K01019
Mcavernosa26065	K10455
Mcavernosa23164	K23257
Mcavernosa20764	K10084
Mcavernosa11927	K08844
Mcavernosa11294	K08740
Mcavernosa15632	K09396
Mcavernosa31247	K12304
Mcavernosa12976	K05619
Mcavernosa29633	K14833
Mcavernosa29298	K10661
Mcavernosa15912	K01081
Mcavernosa22523	K04615
Mcavernosa32722	K00928
Mcavernosa33493	K22128
Mcavernosa10986	K06841
Mcavernosa24632	K18398
Mcavernosa16562	K04609
Mcavernosa23178	K14772
Mcavernosa06183	K05613
Mcavernosa01217	K11989
Mcavernosa23554	K00344
Mcavernosa14823	K01014
Mcavernosa30256	K01969
Mcavernosa26274	K18042
Mcavernosa06405	K09173
Mcavernosa26479	K03353
Mcavernosa28466	K12132
Mcavernosa05941	K12272
Mcavernosa28009	K00106
Mcavernosa22024	K10609
Mcavernosa25328	K10260
Mcavernosa32413	K10382
Mcavernosa20734	K00600
Mcavernosa22871	K07766
Mcavernosa03918	K18424
Mcavernosa05406	K18463
Mcavernosa24954	K24360
Mcavernosa20264	K13720
Mcavernosa05214	K02939
Mcavernosa05312	K12310
Mcavernosa31561	K05768
Mcavernosa26163	K04851
Mcavernosa09885	K16659
Mcavernosa18455	K12394
Mcavernosa19828	K11125
Mcavernosa11124	K11988
Mcavernosa32603	K14832
Mcavernosa23859	K24792
Mcavernosa32471	K01895
Mcavernosa26666	K12736
Mcavernosa09215	K24793
Mcavernosa20685	K13298
Mcavernosa20752	K17592
Mcavernosa14425	K09583
Mcavernosa01166	K17292
Mcavernosa14502	K01689
Mcavernosa30855	K09469
Mcavernosa26874	K14960
Mcavernosa23077	K08816
Mcavernosa10730	K20175
Mcavernosa06254	K02730
Mcavernosa20418	K20189
Mcavernosa20367	K10260
Mcavernosa22226	K06480
Mcavernosa01477	K15260
Mcavernosa27053	K03847
Mcavernosa22628	K15015
Mcavernosa09306	K19360
Mcavernosa08498	K06695
Mcavernosa21205	K23717
Mcavernosa13804	K20397
Mcavernosa20450	K16669
Mcavernosa14028	K03362
Mcavernosa06638	K05673
Mcavernosa33859	K11517
Mcavernosa18913	K07877
Mcavernosa00560	K17690
Mcavernosa08639	K17603
Mcavernosa00285	K21415
Mcavernosa05571	K18258
Mcavernosa02428	K01880
Mcavernosa25621	K04919
Mcavernosa30042	K17605
Mcavernosa32854	K24983
Mcavernosa11979	K17730
Mcavernosa28102	K07232
Mcavernosa02177	K14803
Mcavernosa34202	K12309
Mcavernosa07360	K09880
Mcavernosa09294	K03255
Mcavernosa03156	K07521
Mcavernosa03157	K00544
Mcavernosa31301	K02731
Mcavernosa25612	K12580
Mcavernosa02489	K05858
Mcavernosa06743	K13219
Mcavernosa14142	K08874
Mcavernosa21636	K25079
Mcavernosa02414	K12389
Mcavernosa32190	K22804
Mcavernosa12504	K19944
Mcavernosa26590	K10408
Mcavernosa14021	K15216
Mcavernosa02719	K00753
Mcavernosa33741	K10277
Mcavernosa18480	K13675
Mcavernosa20960	K04306
Mcavernosa30557	K01135
Mcavernosa16761	K17867
Mcavernosa15460	K25358
Mcavernosa07349	K06558
Mcavernosa21773	K14016
Mcavernosa03215	K23800
Mcavernosa07745	K06841
Mcavernosa19197	K06819
Mcavernosa08563	K14354
Mcavernosa04485	K10615
Mcavernosa10269	K17930
Mcavernosa06423	K16536
Mcavernosa34209	K10380
Mcavernosa14843	K24332
Mcavernosa11501	K12647
Mcavernosa09735	K16857
Mcavernosa07164	K08076
Mcavernosa14121	K12818
Mcavernosa08041	K16449
Mcavernosa12815	K10408
Mcavernosa02693	K05094
Mcavernosa07471	K09113
Mcavernosa23284	K06639
Mcavernosa11632	K10450
Mcavernosa28604	K04989
Mcavernosa05755	K24420
Mcavernosa03110	K10579
Mcavernosa08229	K11489
Mcavernosa19130	K08098
Mcavernosa23089	K14962
Mcavernosa21931	K09646
Mcavernosa10313	K06238
Mcavernosa33018	K15262
Mcavernosa28396	K20471
Mcavernosa19369	K18598
Mcavernosa25657	K05741
Mcavernosa23964	K04372
Mcavernosa18673	K21862
Mcavernosa33863	K07554
Mcavernosa14975	K10457
Mcavernosa20551	K00486
Mcavernosa09619	K15341
Mcavernosa05135	K00382
Mcavernosa02298	K02367
Mcavernosa09267	K07440
Mcavernosa12278	K14702
Mcavernosa07823	K19513
Mcavernosa22355	K07378
Mcavernosa31957	K11511
Mcavernosa09435	K04600
Mcavernosa24829	K09441
Mcavernosa14168	K11869
Mcavernosa00867	K17822
Mcavernosa32319	K00816
Mcavernosa03628	K09204
Mcavernosa32830	K22198
Mcavernosa29189	K09848
Mcavernosa01412	K05502
Mcavernosa26823	K20364
Mcavernosa13731	K12827
Mcavernosa06453	K16582
Mcavernosa12310	K08076
Mcavernosa13448	K01397
Mcavernosa19118	K16507
Mcavernosa18440	K05126
Mcavernosa09952	K07752
Mcavernosa32321	K17341
Mcavernosa24940	K08187
Mcavernosa27028	K00280
Mcavernosa01750	K13811
Mcavernosa18296	K15292
Mcavernosa13421	K03129
Mcavernosa10537	K18588
Mcavernosa00884	K22745
Mcavernosa33652	K05034
Mcavernosa00932	K00809
Mcavernosa29943	K08637
Mcavernosa00325	K00559
Mcavernosa31414	K10903
Mcavernosa32700	K01784
Mcavernosa06506	K12319
Mcavernosa18695	K03062
Mcavernosa31147	K08074
Mcavernosa31046	K01316
Mcavernosa12299	K15168
Mcavernosa34038	K04505
Mcavernosa25639	K19921
Mcavernosa10041	K04727
Mcavernosa13826	K03513
Mcavernosa33571	K09173
Mcavernosa13420	K23332
Mcavernosa33640	K13148
Mcavernosa24474	K14684
Mcavernosa06547	K14209
Mcavernosa00481	K09219
Mcavernosa23414	K00512
Mcavernosa10078	K03163
Mcavernosa32944	K08765
Mcavernosa19170	K16460
Mcavernosa07875	K10268
Mcavernosa27141	K10051
Mcavernosa24066	K12323
Mcavernosa08008	K06240
Mcavernosa26470	K04984
Mcavernosa26397	K05126
Mcavernosa09610	K03447
Mcavernosa10531	K18398
Mcavernosa05415	K05036
Mcavernosa29017	K03504
Mcavernosa00889	K09435
Mcavernosa26071	K08490
Mcavernosa31351	K12196
Mcavernosa05007	K24183
Mcavernosa13158	K18468
Mcavernosa14253	K12400
Mcavernosa00308	K24469
Mcavernosa31208	K24478
Mcavernosa19886	K15121
Mcavernosa24244	K18273
Mcavernosa24605	K25202
Mcavernosa07760	K03011
Mcavernosa05115	K16059
Mcavernosa07252	K01769
Mcavernosa15969	K10605
Mcavernosa29968	K10349
Mcavernosa29763	K02903
Mcavernosa14658	K13123
Mcavernosa09949	K11149
Mcavernosa28934	K06069
Mcavernosa34370	K12880
Mcavernosa18632	K10594
Mcavernosa32145	K17917
Mcavernosa35076	K18726
Mcavernosa14081	K08805
Mcavernosa28766	K17560
Mcavernosa17980	K17498
Mcavernosa33850	K14972
Mcavernosa04339	K06236
Mcavernosa20562	K18622
Mcavernosa18054	K13907
Mcavernosa23582	K01052
Mcavernosa25818	K01080
Mcavernosa15934	K24794
Mcavernosa01902	K11668
Mcavernosa29051	K08764
Mcavernosa19345	K13113
Mcavernosa22442	K11429
Mcavernosa33702	K03163
Mcavernosa11285	K22615
Mcavernosa31589	K09195
Mcavernosa33163	K17662
Mcavernosa11764	K09319
Mcavernosa17996	K01052
Mcavernosa13541	K17267
Mcavernosa06292	K05699
Mcavernosa29870	K17341
Mcavernosa29913	K20476
Mcavernosa14811	K14794
Mcavernosa28507	K14427
Mcavernosa20981	K10892
Mcavernosa13373	K11969
Mcavernosa07636	K25006
Mcavernosa11699	K03061
Mcavernosa15325	K19413
Mcavernosa05837	K22808
Mcavernosa12226	K06054
Mcavernosa32016	K03238
Mcavernosa32950	K15199
Mcavernosa12432	K20820
Mcavernosa21398	K02999
Mcavernosa04027	K01070
Mcavernosa14966	K10426
Mcavernosa06107	K19906
Mcavernosa10066	K13297
Mcavernosa21356	K05037
Mcavernosa23269	K17382
Mcavernosa01714	K07508
Mcavernosa11668	K17307
Mcavernosa10577	K10456
Mcavernosa34238	K23288
Mcavernosa10900	K02295
Mcavernosa13427	K09656
Mcavernosa03727	K19756
Mcavernosa24931	K09326
Mcavernosa19738	K19036
Mcavernosa23252	K03990
Mcavernosa07242	K05330
Mcavernosa31881	K12830
Mcavernosa10091	K12571
Mcavernosa20093	K11536
Mcavernosa16011	K15436
Mcavernosa19447	K01376
Mcavernosa21849	K15631
Mcavernosa31695	K17849
Mcavernosa30794	K11968
Mcavernosa08270	K12302
Mcavernosa01202	K23342
Mcavernosa18963	K05220
Mcavernosa12518	K00108
Mcavernosa20382	K24431
Mcavernosa29440	K05092
Mcavernosa24938	K24691
Mcavernosa17274	K09228
Mcavernosa30546	K06013
Mcavernosa24450	K15046
Mcavernosa33304	K12602
Mcavernosa00724	K05665
Mcavernosa20627	K08040
Mcavernosa15734	K12896
Mcavernosa07669	K14994
Mcavernosa24652	K04988
Mcavernosa26974	K00505
Mcavernosa08236	K08568
Mcavernosa14492	K01017
Mcavernosa06100	K19907
Mcavernosa06601	K24835
Mcavernosa08700	K19683
Mcavernosa22732	K00344
Mcavernosa21429	K08202
Mcavernosa32493	K08149
Mcavernosa02575	K03678
Mcavernosa27422	K08056
Mcavernosa17095	K01883
Mcavernosa31787	K04892
Mcavernosa14778	K10858
Mcavernosa06438	K05695
Mcavernosa13270	K08622
Mcavernosa22692	K06816
Mcavernosa25746	K21440
Mcavernosa06236	K05673
Mcavernosa18889	K03661
Mcavernosa11346	K12404
Mcavernosa20511	K03036
Mcavernosa12680	K17689
Mcavernosa20976	K01904
Mcavernosa06481	K14709
Mcavernosa11119	K24807
Mcavernosa17449	K03522
Mcavernosa14978	K16342
Mcavernosa08358	K03373
Mcavernosa27807	K12384
Mcavernosa31551	K09668
Mcavernosa11798	K03174
Mcavernosa20954	K11855
Mcavernosa18762	K04696
Mcavernosa08086	K24506
Mcavernosa03075	K11578
Mcavernosa10482	K25421
Mcavernosa27105	K04393
Mcavernosa31307	K10454
Mcavernosa03305	K21763
Mcavernosa01384	K13152
Mcavernosa26787	K08869
Mcavernosa09722	K13208
Mcavernosa23215	K05286
Mcavernosa10774	K04592
Mcavernosa26253	K04994
Mcavernosa34131	K00019
Mcavernosa15274	K04520
Mcavernosa03959	K09275
Mcavernosa08605	K11798
Mcavernosa27277	K15276
Mcavernosa21234	K17732
Mcavernosa25603	K02183
Mcavernosa27970	K05612
Mcavernosa17959	K00750
Mcavernosa18653	K18398
Mcavernosa24805	K24683
Mcavernosa21726	K11158
Mcavernosa09058	K24929
Mcavernosa35183	K14354
Mcavernosa32109	K17606
Mcavernosa30308	K14692
Mcavernosa05319	K24469
Mcavernosa19337	K16681
Mcavernosa20462	K05396
Mcavernosa15175	K06910
Mcavernosa27087	K17409
Mcavernosa04742	K15621
Mcavernosa14140	K14827
Mcavernosa31642	K14320
Mcavernosa21528	K09609
Mcavernosa03268	K05181
Mcavernosa07919	K03872
Mcavernosa02336	K14464
Mcavernosa23404	K04746
Mcavernosa08133	K24337
Mcavernosa28636	K12230
Mcavernosa19889	K15121
Mcavernosa06063	K00602
Mcavernosa09928	K19410
Mcavernosa34769	K20498
Mcavernosa18816	K06278
Mcavernosa00551	K01255
Mcavernosa08892	K01414
Mcavernosa06522	K03695
Mcavernosa04547	K17594
Mcavernosa08714	K22522
Mcavernosa09712	K05048
Mcavernosa06200	K03377
Mcavernosa15890	K03939
Mcavernosa01390	K24352
Mcavernosa05678	K17908
Mcavernosa06255	K20289
Mcavernosa12297	K04216
Mcavernosa16118	K01847
Mcavernosa21116	K17592
Mcavernosa13468	K05940
Mcavernosa31726	K01637
Mcavernosa01598	K20826
Mcavernosa25459	K13719
Mcavernosa10051	K24469
Mcavernosa07535	K00461
Mcavernosa06566	K13045
Mcavernosa21591	K25100
Mcavernosa26548	K00019
Mcavernosa24928	K09326
Mcavernosa06419	K23562
Mcavernosa16224	K00627
Mcavernosa15483	K11592
Mcavernosa06643	K24185
Mcavernosa13911	K12165
Mcavernosa33807	K14289
Mcavernosa18558	K02579
Mcavernosa04402	K14607
Mcavernosa26579	K14388
Mcavernosa05693	K16353
Mcavernosa15804	K11791
Mcavernosa28877	K24893
Mcavernosa22624	K15278
Mcavernosa15616	K15711
Mcavernosa15811	K21806
Mcavernosa29726	K10408
Mcavernosa07077	K16484
Mcavernosa07528	K21988
Mcavernosa34580	K10595
Mcavernosa09302	K00505
Mcavernosa21465	K15442
Mcavernosa33404	K08618
Mcavernosa01829	K17951
Mcavernosa31872	K10704
Mcavernosa03637	K22991
Mcavernosa03936	K09322
Mcavernosa18622	K08375
Mcavernosa22322	K24739
Mcavernosa32418	K17843
Mcavernosa03026	K24464
Mcavernosa21622	K02030
Mcavernosa06665	K24333
Mcavernosa08963	K09669
Mcavernosa23426	K22758
Mcavernosa01658	K01785
Mcavernosa14040	K04534
Mcavernosa17688	K11165
Mcavernosa27892	K16732
Mcavernosa27727	K01969
Mcavernosa31818	K25041
Mcavernosa01595	K04079
Mcavernosa01097	K07752
Mcavernosa11518	K23507
Mcavernosa04284	K01206
Mcavernosa31359	K17973
Mcavernosa11722	K23802
Mcavernosa12132	K05181
Mcavernosa21027	K13093
Mcavernosa23572	K00432
Mcavernosa02960	K00699
Mcavernosa00785	K02599
Mcavernosa07517	K00248
Mcavernosa28395	K12567
Mcavernosa12182	K25129
Mcavernosa32089	K12893
Mcavernosa11097	K00948
Mcavernosa11631	K01265
Mcavernosa17913	K04834
Mcavernosa20913	K17820
Mcavernosa31660	K10172
Mcavernosa18269	K11672
Mcavernosa20675	K11153
Mcavernosa03833	K01403
Mcavernosa23362	K21852
Mcavernosa21784	K15523
Mcavernosa08490	K08202
Mcavernosa18032	K03350
Mcavernosa09536	K20683
Mcavernosa09099	K09452
Mcavernosa13458	K24431
Mcavernosa14807	K08133
Mcavernosa34588	K10736
Mcavernosa05366	K10408
Mcavernosa13647	K01166
Mcavernosa03559	K07374
Mcavernosa05932	K18595
Mcavernosa29526	K04615
Mcavernosa16423	K16353
Mcavernosa20275	K00106
Mcavernosa11441	K08997
Mcavernosa15829	K13136
Mcavernosa19702	K23092
Mcavernosa26542	K15264
Mcavernosa11461	K05658
Mcavernosa33814	K15015
Mcavernosa06973	K16308
Mcavernosa29273	K06594
Mcavernosa02588	K01109
Mcavernosa24970	K05642
Mcavernosa01747	K10809
Mcavernosa14661	K24611
Mcavernosa07694	K06711
Mcavernosa26549	K20292
Mcavernosa33164	K17278
Mcavernosa18640	K02677
Mcavernosa04738	K11417
Mcavernosa29686	K08632
Mcavernosa22702	K04632
Mcavernosa09094	K17906
Mcavernosa06411	K12796
Mcavernosa19666	K00851
Mcavernosa09615	K16542
Mcavernosa09224	K15261
Mcavernosa14317	K23691
Mcavernosa06265	K01759
Mcavernosa32401	K17809
Mcavernosa08363	K18405
Mcavernosa02461	K17691
Mcavernosa08116	K24464
Mcavernosa32209	K08639
Mcavernosa14350	K22459
Mcavernosa00240	K14780
Mcavernosa30287	K25192
Mcavernosa08842	K05294
Mcavernosa22974	K01106
Mcavernosa20951	K02168
Mcavernosa12330	K13046
