isogroup1422	K18753
isogroup56059	K04416
isogroup4665	K11434
isogroup127549	K15121
isogroup538309	K16665
isogroup145255	K03320
isogroup100530	K14792
isogroup16325	K10380
isogroup73017	K01835
isogroup223491	K01488
isogroup18734	K03021
isogroup230800	K05039
isogroup39695	K02514
isogroup38409	K08794
isogroup13848	K06069
isogroup33275	K15015
isogroup52967	K03665
isogroup11184	K20630
isogroup37669	K04554
isogroup47581	K02320
isogroup23915	K18458
isogroup107545	K04811
isogroup106110	K06819
isogroup68351	K10366
isogroup294158	K00600
isogroup30126	K14852
isogroup1572	K11187
isogroup29333	K07497
isogroup258275	K01179
isogroup96273	K00799
isogroup91765	K12505
isogroup106512	K10450
isogroup44853	K13163
isogroup103004	K04628
isogroup225009	K01942
isogroup13201	K16754
isogroup60105	K04984
isogroup66385	K10478
isogroup78316	K19583
isogroup15282	K03447
isogroup1912	K05970
isogroup86531	K11511
isogroup38944	K04441
isogroup373204	K01254
isogroup470	K15102
isogroup69665	K15259
isogroup66249	K17430
isogroup636930	K00327
isogroup40978	K17497
isogroup23253	K01137
isogroup2027	K16307
isogroup482285	K04550
isogroup82413	K01562
isogroup279052	K04967
isogroup682647	K08794
isogroup193989	K08193
isogroup257544	K03165
isogroup5691	K02137
isogroup49328	K18886
isogroup100063	K09657
isogroup15720	K03141
isogroup46841	K10579
isogroup48248	K14308
isogroup831	K13250
isogroup9608	K15162
isogroup87175	K17341
isogroup31791	K03354
isogroup553	K02133
isogroup164250	K17341
isogroup12596	K16676
isogroup267465	K20795
isogroup403679	K01530
isogroup98034	K06825
isogroup344151	K01176
isogroup2948	K00508
isogroup82430	K19511
isogroup56616	K11488
isogroup89931	K19306
isogroup33875	K16526
isogroup70487	K17341
isogroup11143	K09493
isogroup31738	K00006
isogroup68733	K01324
isogroup227510	K14611
isogroup172802	K09657
isogroup21200	K07955
isogroup173706	K10747
isogroup165810	K10737
isogroup132950	K04988
isogroup27371	K15261
isogroup283479	K04612
isogroup34433	K15127
isogroup52061	K18171
isogroup48978	K15151
isogroup77621	K09656
isogroup129307	K17501
isogroup199173	K07442
isogroup102704	K17502
isogroup348171	K07497
isogroup11036	K06624
isogroup40515	K01365
isogroup6356	K00344
isogroup3835	K17592
isogroup337733	K14208
isogroup94376	K13237
isogroup213259	K10747
isogroup67131	K13912
isogroup161262	K19025
isogroup205901	K19360
isogroup38386	K10395
isogroup25077	K02154
isogroup148831	K09322
isogroup7820	K05869
isogroup3212	K08069
isogroup594	K08568
isogroup73554	K10359
isogroup211459	K04515
isogroup261	K02915
isogroup31442	K03068
isogroup36948	K01537
isogroup168402	K01768
isogroup87610	K02183
isogroup40218	K08797
isogroup49844	K01934
isogroup15234	K02519
isogroup227323	K13912
isogroup15114	K12873
isogroup29074	K00999
isogroup89060	K06468
isogroup29363	K20307
isogroup50511	K04874
isogroup162383	K04988
isogroup347575	K17341
isogroup3958	K15410
isogroup20286	K09231
isogroup48151	K19327
isogroup90263	K14314
isogroup135570	K17548
isogroup3315	K14651
isogroup99233	K18885
isogroup227100	K06228
isogroup567255	K04841
isogroup2148	K01638
isogroup172896	K07497
isogroup82678	K00626
isogroup19430	K00658
isogroup9297	K18643
isogroup152616	K13956
isogroup323216	K15078
isogroup121737	K01836
isogroup332517	K10454
isogroup140819	K07497
isogroup21811	K11729
isogroup10332	K04402
isogroup182611	K17495
isogroup29472	K01068
isogroup160918	K01229
isogroup101112	K14077
isogroup47573	K03372
isogroup94945	K11662
isogroup25601	K05636
isogroup20258	K10588
isogroup56283	K10369
isogroup204662	K02599
isogroup2453	K01050
isogroup42947	K14354
isogroup1514	K02295
isogroup267618	K03424
isogroup58844	K18441
isogroup183813	K09382
isogroup138713	K17253
isogroup213625	K15503
isogroup73006	K11968
isogroup337122	K02689
isogroup9019	K08853
isogroup528159	K09609
isogroup45153	K15085
isogroup114868	K05236
isogroup21541	K03108
isogroup30296	K19914
isogroup13240	K06792
isogroup36623	K09319
isogroup44686	K02863
isogroup15877	K17659
isogroup52887	K01127
isogroup138561	K02936
isogroup36235	K13116
isogroup22017	K11416
isogroup6310	K06794
isogroup13761	K00327
isogroup24471	K17404
isogroup206354	K09604
isogroup496523	K08957
isogroup108535	K20704
isogroup65428	K02513
isogroup27431	K09270
isogroup85982	K12169
isogroup126390	K10299
isogroup12342	K00922
isogroup656897	K18914
isogroup10158	K13177
isogroup496408	K19756
isogroup64747	K10581
isogroup334687	K13509
isogroup627344	K05637
isogroup27873	K14437
isogroup59197	K13866
isogroup154092	K08821
isogroup415601	K01019
isogroup82779	K01487
isogroup69960	K17595
isogroup4246	K10477
isogroup54514	K07901
isogroup92777	K14787
isogroup25524	K01724
isogroup268465	K11141
isogroup131849	K12035
isogroup23901	K10597
isogroup27169	K12389
isogroup89262	K11459
isogroup249330	K12035
isogroup73022	K18488
isogroup130033	K08193
isogroup235591	K01624
isogroup26633	K00901
isogroup67349	K07497
isogroup69199	K08171
isogroup104011	K17494
isogroup99751	K04602
isogroup26715	K01092
isogroup55425	K00069
isogroup81178	K02256
isogroup262629	K18274
isogroup96978	K18592
isogroup25370	K13184
isogroup5308	K11182
isogroup5666	K01265
isogroup52343	K02684
isogroup126190	K15716
isogroup357758	K20196
isogroup80039	K05849
isogroup163658	K08624
isogroup78221	K10598
isogroup98012	K04223
isogroup28323	K19953
isogroup37790	K08375
isogroup59809	K14165
isogroup245913	K10277
isogroup15627	K01398
isogroup33126	K00547
isogroup67058	K10260
isogroup11397	K05129
isogroup7157	K11840
isogroup98147	K07933
isogroup28905	K19027
isogroup96386	K10864
isogroup2339	K17457
isogroup135130	K04421
isogroup35600	K07374
isogroup476631	K01398
isogroup154960	K17479
isogroup687613	K10408
isogroup4768	K20994
isogroup40514	K04550
isogroup159700	K15109
isogroup66346	K09855
isogroup39096	K02357
isogroup118969	K19721
isogroup95380	K00078
isogroup54416	K17043
isogroup134315	K01904
isogroup400825	K06316
isogroup4808	K20064
isogroup201554	K09073
isogroup323659	K09428
isogroup95610	K12035
isogroup79031	K04255
isogroup36853	K17341
isogroup33520	K20032
isogroup333833	K00036
isogroup100972	K11136
isogroup337448	K11204
isogroup34732	K06070
isogroup5503	K16675
isogroup174630	K00764
isogroup8257	K20724
isogroup3440	K05741
isogroup51203	K14855
isogroup37494	K05016
isogroup26552	K16466
isogroup427994	K07375
isogroup16184	K19383
isogroup21497	K21771
isogroup12786	K03251
isogroup189270	K00088
isogroup7208	K01050
isogroup68218	K11494
isogroup95540	K17592
isogroup74346	K07497
isogroup2560	K07192
isogroup345487	K18078
isogroup241736	K10408
isogroup78092	K06481
isogroup8950	K09499
isogroup207729	K17613
isogroup171352	K10901
isogroup97895	K11810
isogroup6041	K17341
isogroup387353	K17495
isogroup126595	K08624
isogroup68337	K14311
isogroup11401	K14213
isogroup17241	K11848
isogroup19626	K10739
isogroup138582	K02327
isogroup263265	K09452
isogroup182659	K00744
isogroup481098	K04830
isogroup469592	K08635
isogroup52985	K21068
isogroup203802	K01737
isogroup45083	K04708
isogroup47302	K10865
isogroup219330	K01896
isogroup28398	K06054
isogroup22530	K12442
isogroup229203	K02891
isogroup214309	K05312
isogroup198393	K19758
isogroup279603	K19329
isogroup177728	K03899
isogroup5960	K12875
isogroup479239	K04153
isogroup31557	K19501
isogroup12225	K00914
isogroup158160	K12474
isogroup67285	K13127
isogroup15729	K18467
isogroup29492	K19029
isogroup7287	K14410
isogroup339660	K05312
isogroup97874	K08621
isogroup7964	K06685
isogroup29897	K11129
isogroup21666	K10313
isogroup132693	K07497
isogroup23302	K20099
isogroup3570	K00923
isogroup10816	K20526
isogroup44692	K13139
isogroup50206	K08582
isogroup50771	K10268
isogroup17484	K19656
isogroup153401	K01493
isogroup24178	K20685
isogroup157829	K15430
isogroup23912	K12303
isogroup34162	K01930
isogroup111914	K04662
isogroup624	K02295
isogroup94800	K03538
isogroup161043	K16353
isogroup329258	K04608
isogroup119690	K09326
isogroup395	K02905
isogroup25874	K13120
isogroup73013	K04773
isogroup236269	K11435
isogroup168360	K01802
isogroup65165	K03016
isogroup49903	K18622
isogroup17988	K08883
isogroup12102	K03265
isogroup534603	K12396
isogroup167092	K01896
isogroup15118	K16481
isogroup33105	K16449
isogroup51003	K08342
isogroup111460	K05123
isogroup409850	K07300
isogroup345770	K12380
isogroup6346	K00323
isogroup60918	K20223
isogroup230027	K16910
isogroup96875	K03979
isogroup67354	K13154
isogroup156207	K15255
isogroup111688	K15202
isogroup340767	K19511
isogroup38868	K04165
isogroup191766	K09091
isogroup78922	K03948
isogroup126274	K17307
isogroup130084	K06813
isogroup96956	K06252
isogroup371855	K04989
isogroup157577	K06773
isogroup57930	K09293
isogroup25638	K11853
isogroup2844	K00418
isogroup108312	K10252
isogroup86084	K03349
isogroup258329	K12035
isogroup37738	K09548
isogroup253556	K08574
isogroup58288	K13524
isogroup24740	K02209
isogroup113400	K08132
isogroup610	K02947
isogroup631556	K01365
isogroup23767	K09228
isogroup388	K03233
isogroup236944	K01599
isogroup501282	K15259
isogroup27368	K10258
isogroup58322	K05312
isogroup23572	K15382
isogroup11892	K12362
isogroup6602	K06230
isogroup3706	K12021
isogroup247916	K00031
isogroup40483	K06813
isogroup236227	K04978
isogroup89370	K09229
isogroup72143	K16803
isogroup23947	K10594
isogroup8248	K10695
isogroup57995	K19179
isogroup243176	K05330
isogroup124774	K10478
isogroup78168	K07855
isogroup22617	K09502
isogroup635660	K01892
isogroup45570	K07841
isogroup37705	K06825
isogroup167403	K10520
isogroup95588	K06883
isogroup38809	K11852
isogroup64087	K00901
isogroup53345	K12174
isogroup27467	K13343
isogroup71192	K12815
isogroup36542	K20123
isogroup18846	K17346
isogroup262225	K13418
isogroup251616	K10408
isogroup22002	K06238
isogroup25456	K19527
isogroup258718	K10521
isogroup298565	K08624
isogroup136569	K03234
isogroup216565	K04989
isogroup102726	K10770
isogroup71073	K16174
isogroup38028	K03902
isogroup4620	K10375
isogroup295264	K17815
isogroup101048	K06225
isogroup469550	K13696
isogroup349634	K11699
isogroup27106	K11459
isogroup81254	K05692
isogroup34715	K08187
isogroup223559	K12021
isogroup187403	K15161
isogroup77213	K03681
isogroup26796	K16365
isogroup90697	K14790
isogroup111746	K13123
isogroup206675	K13131
isogroup156797	K18055
isogroup37069	K17356
isogroup1455	K02161
isogroup45628	K01052
isogroup97230	K07497
isogroup403749	K00789
isogroup156801	K08181
isogroup111409	K08624
isogroup27504	K06030
isogroup4681	K01427
isogroup510106	K02335
isogroup218880	K07375
isogroup146769	K11517
isogroup58606	K10756
isogroup6966	K04430
isogroup87520	K19619
isogroup169480	K03880
isogroup39257	K19675
isogroup51665	K04131
isogroup207448	K20403
isogroup13525	K00873
isogroup149031	K05127
isogroup82601	K00654
isogroup111508	K17535
isogroup10349	K04794
isogroup19709	K12840
isogroup418030	K05208
isogroup13150	K04368
isogroup188890	K15920
isogroup282300	K03511
isogroup18887	K15712
isogroup32558	K04375
isogroup30418	K16659
isogroup83477	K20364
isogroup165418	K10454
isogroup163936	K04550
isogroup30175	K10175
isogroup168854	K10902
isogroup364266	K04967
isogroup46658	K13141
isogroup45259	K09407
isogroup17193	K08886
isogroup53140	K12343
isogroup121980	K00857
isogroup3193	K09487
isogroup144642	K18729
isogroup86274	K08252
isogroup103756	K17930
isogroup23591	K00849
isogroup467551	K02602
isogroup28539	K11224
isogroup93135	K07497
isogroup315051	K17566
isogroup38463	K06841
isogroup192713	K18261
isogroup35107	K18624
isogroup4480	K04511
isogroup91999	K07023
isogroup165521	K09632
isogroup53392	K13149
isogroup7758	K02685
isogroup449710	K09674
isogroup34509	K08764
isogroup127644	K05034
isogroup343605	K06768
isogroup9885	K02738
isogroup253482	K11214
isogroup218380	K04659
isogroup57595	K14820
isogroup186470	K04967
isogroup5014	K04669
isogroup31025	K11757
isogroup38525	K05691
isogroup110784	K10529
isogroup267211	K15050
isogroup6720	K00280
isogroup91704	K20349
isogroup1312	K00789
isogroup90222	K10141
isogroup80571	K02375
isogroup456	K05695
isogroup51213	K19370
isogroup544638	K01969
isogroup82956	K04593
isogroup271436	K09669
isogroup112050	K06238
isogroup7596	K02377
isogroup24203	K20289
isogroup7056	K06130
isogroup119660	K05285
isogroup216592	K01435
isogroup21683	K01349
isogroup252027	K18327
isogroup31320	K09654
isogroup109767	K02183
isogroup161621	K06689
isogroup4348	K04739
isogroup395951	K17495
isogroup59163	K14819
isogroup12578	K15157
isogroup90438	K14405
isogroup91094	K17341
isogroup186060	K15143
isogroup230361	K10349
isogroup167715	K20872
isogroup100451	K19348
isogroup8376	K04659
isogroup61974	K15025
isogroup53578	K11414
isogroup5754	K01019
isogroup126507	K12386
isogroup29814	K06825
isogroup33150	K00744
isogroup215851	K00461
isogroup30463	K11849
isogroup496789	K08076
isogroup13924	K12493
isogroup209011	K04153
isogroup126820	K00471
isogroup491562	K06793
isogroup1716	K07937
isogroup340194	K10887
isogroup30146	K11799
isogroup123529	K03363
isogroup81925	K10380
isogroup4180	K15615
isogroup3732	K04393
isogroup366335	K00027
isogroup283419	K17914
isogroup63332	K12323
isogroup205089	K12584
isogroup29993	K20176
isogroup102215	K07893
isogroup142657	K10456
isogroup36943	K10104
isogroup42523	K07904
isogroup9806	K00639
isogroup32696	K12819
isogroup153058	K19467
isogroup37524	K11418
isogroup51174	K09848
isogroup459444	K20093
isogroup70347	K06468
isogroup29450	K03833
isogroup22190	K06229
isogroup112891	K00714
isogroup20953	K15425
isogroup25078	K20167
isogroup92883	K20704
isogroup15876	K13761
isogroup15450	K06103
isogroup67518	K16804
isogroup47762	K00344
isogroup21847	K03695
isogroup13419	K12827
isogroup285486	K14689
isogroup155463	K03308
isogroup96362	K02091
isogroup203357	K09317
isogroup124408	K01769
isogroup30355	K10799
isogroup81873	K16288
isogroup29173	K20164
isogroup27060	K17866
isogroup94045	K11860
isogroup592184	K13412
isogroup72245	K01754
isogroup339902	K07497
isogroup196921	K02978
isogroup112459	K10900
isogroup62651	K06058
isogroup20666	K12385
isogroup173923	K08621
isogroup76987	K10300
isogroup661412	K08193
isogroup467537	K01206
isogroup345105	K16669
isogroup127659	K08844
isogroup284372	K04986
isogroup10653	K08873
isogroup85835	K14525
isogroup35925	K16669
isogroup169390	K03877
isogroup38212	K01530
isogroup54647	K19372
isogroup119759	K04988
isogroup105560	K09008
isogroup2547	K00643
isogroup49428	K04307
isogroup73927	K17689
isogroup44207	K11847
isogroup299452	K10483
isogroup307637	K15363
isogroup30723	K06711
isogroup64690	K01069
isogroup21298	K09540
isogroup64511	K12849
isogroup52925	K07377
isogroup105477	K06180
isogroup235400	K02912
isogroup72040	K03555
isogroup539435	K09481
isogroup17590	K20818
isogroup174296	K16310
isogroup3376	K15734
isogroup77557	K14792
isogroup14350	K10343
isogroup523580	K11790
isogroup29622	K01052
isogroup14519	K02577
isogroup359072	K10990
isogroup14752	K03039
isogroup186552	K07766
isogroup309392	K00090
isogroup163335	K17592
isogroup232452	K00797
isogroup396931	K17619
isogroup24483	K20222
isogroup72927	K14772
isogroup82643	K04988
isogroup132992	K04285
isogroup41060	K00627
isogroup33919	K10626
isogroup55582	K00789
isogroup92071	K08492
isogroup466237	K10746
isogroup29382	K06631
isogroup19794	K18423
isogroup5521	K06699
isogroup148254	K10380
isogroup8747	K08518
isogroup241046	K15259
isogroup110157	K02599
isogroup57675	K08211
isogroup309136	K02155
isogroup7713	K04602
isogroup198687	K09661
isogroup200096	K00432
isogroup229043	K08187
isogroup207589	K11456
isogroup12891	K03237
isogroup205948	K08145
isogroup13505	K02432
isogroup232161	K09428
isogroup20655	K08333
isogroup315250	K10380
isogroup129165	K10442
isogroup15634	K03417
isogroup25162	K10260
isogroup82578	K01025
isogroup71433	K13047
isogroup454496	K05674
isogroup22316	K18050
isogroup53113	K08675
isogroup32220	K01398
isogroup12312	K11519
isogroup85993	K08574
isogroup19374	K17570
isogroup135292	K17592
isogroup64077	K01057
isogroup178707	K08375
isogroup8801	K07208
isogroup17277	K15630
isogroup175046	K12035
isogroup45912	K04728
isogroup195995	K09057
isogroup202059	K02183
isogroup163719	K09228
isogroup49398	K01228
isogroup130423	K10736
isogroup10485	K09291
isogroup41594	K15362
isogroup2932	K04644
isogroup121333	K12815
isogroup15188	K03037
isogroup219581	K13179
isogroup17447	K12132
isogroup123538	K07497
isogroup65942	K13278
isogroup33097	K00569
isogroup586359	K05313
isogroup2579	K01008
isogroup117659	K04309
isogroup7486	K21066
isogroup136814	K10669
isogroup137187	K01638
isogroup490078	K17307
isogroup75672	K13616
isogroup148938	K07497
isogroup107716	K13355
isogroup188313	K03234
isogroup105506	K07874
isogroup21694	K12487
isogroup51557	K10316
isogroup387891	K17300
isogroup414340	K12442
isogroup624275	K01014
isogroup656848	K16353
isogroup257873	K05464
isogroup177580	K03353
isogroup140518	K03737
isogroup611902	K12319
isogroup17406	K11447
isogroup35394	K12035
isogroup60995	K05692
isogroup226845	K04986
isogroup16590	K04495
isogroup249511	K10799
isogroup12480	K01908
isogroup22789	K02331
isogroup99555	K09669
isogroup116275	K19348
isogroup62576	K01724
isogroup72767	K12174
isogroup25967	K09258
isogroup284483	K00572
isogroup250976	K17603
isogroup271601	K04604
isogroup45601	K08187
isogroup63610	K00604
isogroup16074	K04863
isogroup31659	K06758
isogroup82849	K17616
isogroup48196	K09848
isogroup67724	K06883
isogroup55284	K02599
isogroup114004	K02324
isogroup21962	K05849
isogroup83419	K02320
isogroup295943	K01315
isogroup136220	K18192
isogroup82542	K20704
isogroup61786	K10408
isogroup140176	K11323
isogroup306070	K17730
isogroup510275	K03083
isogroup23387	K03246
isogroup5157	K12162
isogroup33343	K12185
isogroup92257	K07440
isogroup178475	K11170
isogroup2797	K01298
isogroup38349	K20028
isogroup26912	K13523
isogroup14027	K17536
isogroup213475	K13866
isogroup15903	K21245
isogroup100430	K16290
isogroup23143	K20318
isogroup7305	K01277
isogroup19521	K01640
isogroup106952	K08187
isogroup37959	K10149
isogroup13990	K03245
isogroup400949	K03283
isogroup568004	K08654
isogroup52833	K10408
isogroup120567	K00488
isogroup37933	K14410
isogroup93102	K01425
isogroup50119	K10260
isogroup17989	K05094
isogroup13635	K14565
isogroup6464	K00121
isogroup9640	K16477
isogroup94853	K21767
isogroup8472	K09611
isogroup3924	K07750
isogroup36808	K14816
isogroup6116	K07497
isogroup36961	K01128
isogroup7238	K00461
isogroup262459	K10478
isogroup2758	K12622
isogroup97308	K07497
isogroup676422	K00129
isogroup163400	K09228
isogroup96714	K13026
isogroup342345	K13614
isogroup64006	K17592
isogroup220561	K13616
isogroup149648	K12384
isogroup192792	K04986
isogroup2381	K02896
isogroup250321	K01204
isogroup13301	K00552
isogroup17147	K05636
isogroup243681	K00019
isogroup285622	K04989
isogroup28491	K14072
isogroup277007	K04437
isogroup1568	K18245
isogroup106456	K10359
isogroup2838	K00033
isogroup22100	K01349
isogroup254693	K07497
isogroup196	K02923
isogroup520846	K15837
isogroup76167	K08794
isogroup288468	K09223
isogroup43080	K18595
isogroup326418	K01310
isogroup156584	K06058
isogroup668768	K10104
isogroup129982	K09391
isogroup21214	K06819
isogroup8385	K04985
isogroup15769	K15189
isogroup25612	K01480
isogroup85988	K01183
isogroup39440	K07971
isogroup297682	K10457
isogroup73834	K15108
isogroup330108	K08675
isogroup47335	K18081
isogroup160053	K10380
isogroup345936	K10765
isogroup7821	K10573
isogroup39583	K14768
isogroup239472	K10380
isogroup21269	K10276
isogroup239426	K08630
isogroup47177	K19748
isogroup178311	K16794
isogroup285808	K17341
isogroup367161	K05181
isogroup85974	K03515
isogroup9589	K18466
isogroup15455	K13218
isogroup49709	K11968
isogroup53917	K01800
isogroup8345	K20994
isogroup15368	K06669
isogroup340186	K01415
isogroup61932	K20795
isogroup81224	K10350
isogroup284125	K10408
isogroup1267	K11163
isogroup202567	K15259
isogroup12655	K12399
isogroup7803	K12886
isogroup178179	K10737
isogroup380477	K04043
isogroup41268	K04097
isogroup662821	K08857
isogroup93546	K20795
isogroup195810	K09849
isogroup56215	K14388
isogroup48545	K10155
isogroup66697	K04482
isogroup11808	K07428
isogroup105749	K14963
isogroup8517	K11869
isogroup34793	K19901
isogroup33326	K15075
isogroup8700	K20493
isogroup170552	K11664
isogroup33333	K06276
isogroup75388	K17681
isogroup124911	K15712
isogroup241471	K02183
isogroup170774	K03737
isogroup77801	K01444
isogroup105342	K00847
isogroup18080	K19684
isogroup7259	K00019
isogroup21507	K10951
isogroup50669	K01071
isogroup169225	K02333
isogroup228435	K20800
isogroup43453	K16770
isogroup18604	K01883
isogroup48454	K10268
isogroup144912	K04887
isogroup4532	K12348
isogroup37316	K11502
isogroup215804	K17592
isogroup494327	K04131
isogroup22929	K12559
isogroup102903	K09598
isogroup45719	K01262
isogroup19440	K13159
isogroup69648	K16060
isogroup61072	K14404
isogroup391589	K10408
isogroup170425	K01107
isogroup365764	K13240
isogroup52300	K13706
isogroup127953	K11126
isogroup266372	K17495
isogroup118439	K10846
isogroup257564	K10478
isogroup13829	K02187
isogroup93374	K20396
isogroup11004	K09097
isogroup309030	K05673
isogroup13363	K01679
isogroup11562	K11842
isogroup121968	K16682
isogroup285919	K04905
isogroup185386	K14456
isogroup20364	K14289
isogroup18690	K08633
isogroup738294	K03098
isogroup107953	K01301
isogroup56226	K10685
isogroup79149	K07442
isogroup72845	K09536
isogroup55956	K02892
isogroup138382	K06254
isogroup14812	K03173
isogroup178821	K04612
isogroup8237	K18628
isogroup375075	K11517
isogroup90041	K01836
isogroup187974	K11438
isogroup1721	K19927
isogroup2313	K12474
isogroup232080	K04615
isogroup636	K02183
isogroup37920	K04967
isogroup141	K01369
isogroup74871	K04984
isogroup55865	K10615
isogroup24539	K19801
isogroup19304	K06238
isogroup31433	K08856
isogroup13372	K17266
isogroup64	K02951
isogroup44384	K07901
isogroup20676	K07891
isogroup122613	K15523
isogroup24141	K21644
isogroup27730	K21396
isogroup280475	K17658
isogroup21568	K17906
isogroup20307	K06030
isogroup29762	K16343
isogroup146809	K18327
isogroup240489	K03440
isogroup2407	K16311
isogroup469135	K16302
isogroup25746	K14318
isogroup29063	K18188
isogroup3960	K01902
isogroup48406	K05849
isogroup207	K02934
isogroup180196	K08672
isogroup47647	K09848
isogroup2254	K03955
isogroup41218	K18693
isogroup37141	K20125
isogroup42917	K05312
isogroup188593	K04351
isogroup168683	K13528
isogroup332259	K09395
isogroup459939	K17545
isogroup48389	K01065
isogroup6145	K01275
isogroup148872	K17341
isogroup29546	K17692
isogroup37572	K17985
isogroup290596	K13128
isogroup242535	K05665
isogroup40297	K13963
isogroup126676	K10477
isogroup35319	K06277
isogroup88318	K08187
isogroup238419	K03283
isogroup28154	K04798
isogroup66606	K14810
isogroup41727	K18443
isogroup59106	K19526
isogroup43790	K16484
isogroup17269	K02728
isogroup72515	K03176
isogroup16326	K08252
isogroup57733	K12309
isogroup418297	K11393
isogroup87800	K01068
isogroup97513	K00472
isogroup192289	K02183
isogroup220456	K20996
isogroup29749	K08819
isogroup8339	K03899
isogroup19481	K08526
isogroup4451	K06754
isogroup125023	K18740
isogroup9282	K05702
isogroup50459	K01229
isogroup32421	K04593
isogroup31503	K19626
isogroup57085	K19013
isogroup6482	K14803
isogroup11645	K20283
isogroup22763	K04421
isogroup5830	K10420
isogroup38990	K02355
isogroup59432	K17680
isogroup276988	K17341
isogroup56003	K12385
isogroup172977	K19951
isogroup308161	K01301
isogroup11035	K05093
isogroup66005	K00167
isogroup97547	K10457
isogroup229058	K02973
isogroup24534	K09658
isogroup75321	K12378
isogroup248176	K09848
isogroup121255	K15376
isogroup4539	K01187
isogroup72992	K01880
isogroup41620	K08815
isogroup18345	K14408
isogroup52064	K11488
isogroup34320	K08670
isogroup72162	K04131
isogroup32424	K11423
isogroup34864	K12736
isogroup37029	K14290
isogroup341	K02882
isogroup102305	K12021
isogroup143989	K00765
isogroup21985	K18486
isogroup48912	K13696
isogroup546341	K20115
isogroup136982	K08187
isogroup95973	K14395
isogroup59300	K03990
isogroup295213	K04834
isogroup54892	K12035
isogroup62191	K06589
isogroup401662	K10738
isogroup19026	K04266
isogroup18236	K01937
isogroup115714	K00855
isogroup61781	K12870
isogroup134176	K04612
isogroup1872	K19041
isogroup3111	K18646
isogroup114673	K02342
isogroup273472	K10453
isogroup169669	K06237
isogroup182048	K04253
isogroup45724	K17932
isogroup22264	K14563
isogroup486908	K03165
isogroup128778	K06695
isogroup2086	K01687
isogroup17934	K16866
isogroup473677	K11253
isogroup14600	K08852
isogroup228533	K01187
isogroup245719	K17495
isogroup50476	K08031
isogroup410962	K17751
isogroup169066	K00544
isogroup13778	K03686
isogroup51986	K17413
isogroup11518	K08840
isogroup31104	K06115
isogroup301520	K19473
isogroup54059	K16196
isogroup118790	K08076
isogroup60497	K00013
isogroup584834	K04345
isogroup618655	K10396
isogroup92074	K07911
isogroup97997	K09673
isogroup204855	K09218
isogroup636217	K03283
isogroup112166	K17973
isogroup28244	K20404
isogroup31552	K04445
isogroup46219	K14569
isogroup258340	K20795
isogroup27867	K17544
isogroup297440	K15235
isogroup101808	K19036
isogroup140887	K01330
isogroup12071	K13700
isogroup215402	K16457
isogroup326453	K07497
isogroup29773	K06232
isogroup28025	K10843
isogroup150543	K06618
isogroup64444	K14556
isogroup141961	K10896
isogroup14441	K11804
isogroup1308	K00940
isogroup40202	K00826
isogroup7986	K14416
isogroup2572	K15074
isogroup28511	K14079
isogroup69363	K14411
isogroup19887	K00253
isogroup31046	K11982
isogroup105822	K04874
isogroup52868	K03258
isogroup173263	K11214
isogroup64053	K10408
isogroup309168	K12035
isogroup5837	K00831
isogroup36359	K04412
isogroup97742	K15338
isogroup62037	K10751
isogroup108958	K09537
isogroup701448	K14383
isogroup12097	K06704
isogroup21081	K03358
isogroup115675	K08991
isogroup265578	K15255
isogroup38720	K20858
isogroup23497	K00344
isogroup193763	K11997
isogroup17428	K10585
isogroup86360	K13411
isogroup240370	K00472
isogroup385865	K05034
isogroup294042	K05668
isogroup8088	K19640
isogroup32918	K00512
isogroup287985	K00412
isogroup81921	K09670
isogroup24559	K17785
isogroup96070	K13865
isogroup137248	K03843
isogroup42526	K18272
isogroup47997	K06126
isogroup27275	K02030
isogroup268610	K01203
isogroup27374	K07917
isogroup1726	K00280
isogroup169650	K12035
isogroup132004	K17341
isogroup230139	K19502
isogroup185371	K19465
isogroup9623	K09503
isogroup241233	K01049
isogroup4168	K09577
isogroup68308	K07497
isogroup72851	K18666
isogroup80139	K03231
isogroup28062	K00814
isogroup116295	K01365
isogroup40616	K08052
isogroup442	K12382
isogroup512125	K01195
isogroup113925	K10380
isogroup202075	K10349
isogroup121495	K10380
isogroup15741	K20183
isogroup40067	K06825
isogroup22351	K14550
isogroup2193	K19695
isogroup27277	K10392
isogroup36398	K14638
isogroup93774	K04984
isogroup93175	K13304
isogroup48015	K19753
isogroup149491	K10408
isogroup8377	K10703
isogroup62657	K13238
isogroup608373	K04077
isogroup80862	K08202
isogroup9188	K12876
isogroup74950	K02830
isogroup38407	K14572
isogroup169571	K04831
isogroup158604	K08883
isogroup2326	K05755
isogroup11072	K11367
isogroup74209	K14079
isogroup112745	K02902
isogroup13488	K08601
isogroup67113	K03678
isogroup222922	K11592
isogroup16745	K19363
isogroup114943	K03438
isogroup675957	K00461
isogroup4702	K18422
isogroup11149	K00022
isogroup132676	K04984
isogroup9840	K02739
isogroup497566	K08497
isogroup115637	K00128
isogroup61299	K15837
isogroup99673	K14292
isogroup36489	K17341
isogroup46542	K20301
isogroup26064	K10295
isogroup101623	K10642
isogroup145609	K03929
isogroup55727	K21548
isogroup20836	K12305
isogroup8406	K12198
isogroup16392	K19677
isogroup13702	K00505
isogroup147320	K14440
isogroup26631	K05399
isogroup289776	K10408
isogroup5538	K14216
isogroup5567	K00432
