isogroup283428	K03147
isogroup275679	K10401
isogroup341974	K01363
isogroup198623	K17495
isogroup225863	K07305
isogroup13830	K03362
isogroup67693	K14610
isogroup56962	K14763
isogroup311383	K10408
isogroup292165	K20131
isogroup1098	K03676
isogroup220539	K04739
isogroup119196	K03327
isogroup217293	K03424
isogroup28000	K08793
isogroup102345	K20027
isogroup90033	K07300
isogroup10081	K00031
isogroup47120	K08271
isogroup224141	K00381
isogroup114275	K00831
isogroup46061	K10415
isogroup162646	K01702
isogroup517796	K04886
isogroup213852	K03686
isogroup265896	K14411
isogroup364072	K06278
isogroup16531	K00927
isogroup156358	K09564
isogroup20841	K04809
isogroup245903	K06180
isogroup77241	K11366
isogroup283635	K03816
isogroup304651	K14950
isogroup349775	K02932
isogroup293197	K13091
isogroup124291	K17871
isogroup188956	K03881
isogroup170216	K08073
isogroup264635	K08683
isogroup13489	K12843
isogroup118583	K10591
isogroup324995	K03341
isogroup31171	K03083
isogroup125315	K03665
isogroup201352	K06173
isogroup251253	K08869
isogroup28706	K13197
isogroup78526	K11064
isogroup65524	K20045
isogroup47096	K08857
isogroup126149	K18734
isogroup111122	K01054
isogroup114613	K20877
isogroup54970	K12872
isogroup56231	K00802
isogroup311766	K09228
isogroup48001	K00699
isogroup299357	K08592
isogroup265710	K04649
isogroup21788	K17843
isogroup1450	K11188
isogroup312054	K16604
isogroup88976	K07192
isogroup119077	K11085
isogroup14847	K18461
isogroup113842	K01188
isogroup457192	K10408
isogroup233388	K01537
isogroup35324	K02895
isogroup37549	K07497
isogroup118049	K17710
isogroup414083	K00408
isogroup294000	K15378
isogroup12308	K03029
isogroup148399	K10859
isogroup220026	K10392
isogroup306762	K13412
isogroup39779	K11699
isogroup181196	K12405
isogroup34600	K12035
isogroup286451	K06675
isogroup260919	K10885
isogroup227741	K16353
isogroup310035	K06959
isogroup314905	K15281
isogroup290259	K01696
isogroup64843	K17868
isogroup31594	K13159
isogroup41615	K17918
isogroup183344	K03417
isogroup7793	K13855
isogroup283063	K01792
isogroup121942	K11835
isogroup45987	K14683
isogroup46043	K11438
isogroup119456	K00700
isogroup28032	K19912
isogroup58406	K10454
isogroup187066	K16914
isogroup1004	K07827
isogroup282255	K14755
isogroup165965	K13412
isogroup223158	K20182
isogroup379988	K04984
isogroup317237	K16289
isogroup7641	K00816
isogroup250819	K06255
isogroup180699	K01756
isogroup330092	K00586
isogroup293168	K09458
isogroup282430	K15276
isogroup191033	K07151
isogroup91276	K10380
isogroup211576	K17341
isogroup282769	K05218
isogroup51965	K14209
isogroup22033	K02262
isogroup16882	K01415
isogroup245262	K15423
isogroup90268	K00831
isogroup227894	K09229
isogroup8752	K02432
isogroup325714	K04688
isogroup113652	K20877
isogroup36115	K00831
isogroup22956	K05665
isogroup401570	K04739
isogroup103396	K01230
isogroup268144	K04886
isogroup310423	K03500
isogroup341689	K12460
isogroup81495	K20995
isogroup266415	K12849
isogroup352152	K12482
isogroup118212	K13026
isogroup66268	K01802
isogroup78137	K10260
isogroup267414	K08796
isogroup59202	K00789
isogroup114705	K10799
isogroup268063	K06258
isogroup174141	K20196
isogroup96252	K05666
isogroup52809	K07943
isogroup273435	K19951
isogroup34234	K15731
isogroup94784	K09230
isogroup258546	K10408
isogroup79860	K06147
isogroup51619	K13179
isogroup234822	K01408
isogroup54396	K01519
isogroup271526	K03439
isogroup187026	K08857
isogroup136269	K09191
isogroup274038	K03798
isogroup473870	K01188
isogroup214085	K00472
isogroup266279	K01358
isogroup294651	K07376
isogroup484219	K01354
isogroup89788	K11470
isogroup229786	K02330
isogroup270757	K05010
isogroup272223	K00796
isogroup439928	K05313
isogroup41664	K07207
isogroup303848	K03164
isogroup89361	K10380
isogroup18201	K10590
isogroup83751	K11594
isogroup39449	K12232
isogroup53185	K14685
isogroup302011	K00873
isogroup55782	K10380
isogroup61364	K19329
isogroup64320	K05676
isogroup56529	K09510
isogroup176907	K10455
isogroup193652	K02912
isogroup8806	K04533
isogroup210225	K08776
isogroup166150	K05673
isogroup207324	K03762
isogroup26076	K10409
isogroup62546	K16609
isogroup62942	K14071
isogroup30708	K05648
isogroup11341	K21891
isogroup116669	K15101
isogroup53756	K10450
isogroup30070	K07277
isogroup296392	K20800
isogroup271499	K15407
isogroup129568	K08492
isogroup201368	K12492
isogroup249843	K01876
isogroup230822	K01669
isogroup63291	K19329
isogroup330509	K06672
isogroup57919	K07152
isogroup449249	K02966
isogroup139154	K16589
isogroup386912	K01202
isogroup11218	K20908
isogroup113719	K10704
isogroup294682	K02183
isogroup24813	K15047
isogroup209177	K09571
isogroup340061	K10380
isogroup230267	K08824
isogroup167175	K10799
isogroup161551	K03510
isogroup266458	K10523
isogroup308208	K04905
isogroup19367	K14735
isogroup279282	K03798
isogroup174519	K14613
isogroup98146	K18177
isogroup15721	K10134
isogroup136632	K20795
isogroup323239	K06949
isogroup7549	K15501
isogroup230329	K08827
isogroup18905	K00036
isogroup265446	K13412
isogroup148582	K06754
isogroup393925	K09604
isogroup337887	K17619
isogroup3175	K14381
isogroup169087	K09571
isogroup45395	K01803
isogroup13862	K14354
isogroup307352	K01802
isogroup208306	K05293
isogroup266025	K00223
isogroup23205	K15166
isogroup340548	K19589
isogroup4176	K06855
isogroup232809	K14855
isogroup466732	K05692
isogroup409463	K06225
isogroup397352	K10408
isogroup335584	K15110
isogroup80532	K09360
isogroup2947	K05125
isogroup27811	K02358
isogroup100637	K06978
isogroup349536	K14802
isogroup244649	K01827
isogroup86474	K04460
isogroup59275	K05849
isogroup24338	K08595
isogroup145185	K08466
isogroup118680	K03362
isogroup320296	K11864
isogroup92410	K15707
isogroup298792	K14457
isogroup157350	K17545
isogroup54443	K10325
isogroup464725	K00312
isogroup394180	K04600
isogroup36830	K20224
isogroup64406	K17341
isogroup42536	K10799
isogroup63962	K00802
isogroup311944	K06178
isogroup228964	K06890
isogroup59020	K00995
isogroup275506	K18995
isogroup159973	K11718
isogroup154537	K01130
isogroup2290	K12311
isogroup208098	K12035
isogroup289385	K00128
isogroup312642	K08900
isogroup59808	K05093
isogroup183511	K05849
isogroup72587	K01969
isogroup62564	K06994
isogroup20091	K01099
isogroup346956	K04657
isogroup240209	K03172
isogroup29158	K19788
isogroup137229	K15436
isogroup287626	K00787
isogroup9771	K06271
isogroup159173	K04097
isogroup120482	K22182
isogroup341884	K07146
isogroup302025	K09458
isogroup40260	K12581
isogroup43505	K18586
isogroup123967	K00710
isogroup299904	K12818
isogroup292003	K03124
isogroup45273	K15283
isogroup307963	K12589
isogroup125791	K01110
isogroup292931	K12402
isogroup114291	K17943
isogroup170879	K07497
isogroup26378	K21776
isogroup266424	K00876
isogroup20274	K18406
isogroup111853	K13703
isogroup113505	K01066
isogroup396738	K18438
isogroup313136	K11838
isogroup344	K14753
isogroup74073	K08231
isogroup336294	K02607
isogroup226149	K11978
isogroup264146	K01493
isogroup82384	K08176
isogroup195968	K11975
isogroup48652	K16900
isogroup318552	K03403
isogroup282908	K10352
isogroup266250	K04461
isogroup120690	K11000
isogroup11870	K05752
isogroup214589	K04711
isogroup309620	K04043
isogroup34994	K17341
isogroup140302	K04357
isogroup62165	K01403
isogroup172177	K00434
isogroup60332	K14960
isogroup59954	K03175
isogroup190672	K00901
isogroup57376	K18059
isogroup297445	K00558
isogroup120460	K08343
isogroup116718	K18655
isogroup184352	K14326
isogroup56767	K14772
isogroup52535	K05110
isogroup26653	K17387
isogroup19758	K00264
isogroup36713	K01100
isogroup5810	K06560
isogroup88379	K10590
isogroup290358	K16540
isogroup118393	K11163
isogroup29770	K11662
isogroup701991	K00784
isogroup49865	K08729
isogroup268829	K04905
isogroup269965	K13985
isogroup21869	K10799
isogroup18	K05692
isogroup238272	K10380
isogroup155925	K16900
isogroup38586	K09381
isogroup148358	K17689
isogroup169149	K13126
isogroup118397	K10843
isogroup11906	K17199
isogroup247550	K11173
isogroup272798	K01491
isogroup185812	K13010
isogroup44448	K18498
isogroup114089	K03881
isogroup18258	K02541
isogroup88484	K10457
isogroup7972	K01312
isogroup72243	K00699
isogroup302108	K16781
isogroup18445	K18274
isogroup354967	K04888
isogroup24580	K08283
isogroup34222	K08516
isogroup267685	K11594
isogroup324106	K00249
isogroup4547	K09511
isogroup210690	K11976
isogroup115020	K06877
isogroup26146	K11422
isogroup342036	K01365
isogroup201395	K13207
isogroup1436	K13864
isogroup331769	K02040
isogroup83777	K08681
isogroup197944	K03094
isogroup272341	K06889
isogroup13428	K03754
isogroup231835	K03327
isogroup115219	K16742
isogroup38932	K13095
isogroup232549	K13989
isogroup154739	K17500
isogroup33750	K07573
isogroup238388	K03654
isogroup6285	K08823
isogroup304718	K16602
isogroup257513	K02915
isogroup270011	K09613
isogroup6560	K17341
isogroup4909	K07190
isogroup35074	K17600
isogroup256458	K13866
isogroup4461	K21440
isogroup122941	K10598
isogroup33970	K06275
isogroup21894	K17822
isogroup297204	K03686
isogroup5451	K07407
isogroup213078	K14951
isogroup122036	K20792
isogroup263847	K02877
isogroup91181	K13866
isogroup200289	K02993
isogroup268202	K00927
isogroup63395	K16677
isogroup296469	K10799
isogroup42723	K11170
isogroup330722	K04598
isogroup382412	K00364
isogroup15574	K05034
isogroup50516	K14715
isogroup54598	K20194
isogroup248314	K10408
isogroup212193	K17495
isogroup113787	K08151
isogroup2352	K07374
isogroup211859	K12442
isogroup56860	K10703
isogroup201300	K14827
isogroup325611	K10777
isogroup36608	K07809
isogroup307954	K20872
isogroup26537	K10408
isogroup4636	K08117
isogroup167356	K04860
isogroup76033	K11160
isogroup532940	K05656
isogroup174249	K02303
isogroup60758	K03217
isogroup316083	K05849
isogroup97797	K07889
isogroup70816	K14779
isogroup189513	K19755
isogroup212448	K08739
isogroup159256	K07376
isogroup171784	K00059
isogroup270049	K06269
isogroup9804	K17576
isogroup83387	K00803
isogroup26319	K17285
isogroup77934	K01689
isogroup333920	K00922
isogroup48646	K10408
isogroup111446	K00033
isogroup118275	K19921
isogroup299342	K10380
isogroup34542	K08601
isogroup6565	K00654
isogroup241602	K10799
isogroup296033	K19656
isogroup73720	K00485
isogroup145955	K06826
isogroup226544	K10740
isogroup71173	K08625
isogroup279347	K13412
isogroup291042	K10592
isogroup113182	K15015
isogroup48753	K19986
isogroup47411	K01099
isogroup120110	K10863
isogroup47136	K01647
isogroup50689	K14696
isogroup10336	K06997
isogroup388474	K05034
isogroup87303	K05692
isogroup94498	K11838
isogroup118646	K12813
isogroup23267	K14440
isogroup289973	K09640
isogroup13604	K11485
isogroup117272	K19519
isogroup22118	K07560
isogroup115462	K20717
isogroup140912	K16572
isogroup269856	K21398
isogroup49463	K06778
isogroup80784	K06711
isogroup160	K02910
isogroup160961	K02492
isogroup88045	K05673
isogroup43717	K01661
isogroup48085	K03023
isogroup462479	K18398
isogroup36955	K03842
isogroup204511	K13412
isogroup170188	K10587
isogroup264178	K09553
isogroup116396	K10392
isogroup5166	K07511
isogroup113979	K00895
isogroup59813	K20298
isogroup548104	K11997
isogroup188220	K01641
isogroup206124	K01379
isogroup56423	K00812
isogroup116017	K12823
isogroup11951	K03036
isogroup201846	K10380
isogroup319839	K00898
isogroup40676	K03671
isogroup452067	K02087
isogroup38177	K08864
isogroup33319	K03544
isogroup314983	K18423
isogroup82815	K04596
isogroup226975	K05692
isogroup192233	K00218
isogroup4898	K17264
isogroup67426	K16723
isogroup151080	K14510
isogroup300327	K10669
isogroup38992	K19636
isogroup34383	K08592
isogroup179118	K01490
isogroup204248	K01188
isogroup295951	K09958
isogroup281130	K01915
isogroup419917	K09666
isogroup46783	K15305
isogroup31514	K13750
isogroup117282	K04711
isogroup99063	K03424
isogroup116662	K01802
isogroup215196	K20495
isogroup175974	K14833
isogroup153478	K14427
isogroup168434	K14442
isogroup52273	K12132
isogroup286593	K08582
isogroup227331	K14556
isogroup306489	K00106
isogroup48637	K01103
isogroup160525	K09553
isogroup48886	K03686
isogroup224025	K20177
isogroup269637	K01673
isogroup221976	K00362
isogroup326810	K17914
isogroup115969	K01365
isogroup500	K02295
isogroup40022	K00927
isogroup156655	K03349
isogroup306531	K05016
isogroup117928	K00744
isogroup117296	K17279
isogroup321259	K11718
isogroup17186	K01764
isogroup202321	K15699
isogroup312330	K01870
isogroup156192	K08360
isogroup215501	K03168
isogroup226455	K01904
isogroup299527	K12392
isogroup167	K02898
isogroup270649	K03118
isogroup96342	K10380
isogroup225105	K14521
isogroup3947	K18405
isogroup197006	K16458
isogroup81205	K04461
isogroup8549	K12605
isogroup97511	K07893
isogroup5636	K08776
isogroup114327	K00826
isogroup33677	K07300
isogroup210740	K03675
isogroup154852	K00699
isogroup147293	K06252
isogroup314190	K16582
isogroup280173	K00434
isogroup92693	K03777
isogroup9227	K10382
isogroup45512	K13761
isogroup266799	K10808
isogroup73559	K14079
isogroup136230	K09637
isogroup286553	K00645
isogroup23672	K15595
isogroup113644	K11166
isogroup289646	K18166
isogroup47130	K21878
isogroup316466	K10408
isogroup211057	K03992
isogroup77991	K20363
isogroup109181	K00214
isogroup28128	K00789
isogroup165695	K08288
isogroup205772	K11262
isogroup97673	K14648
isogroup275748	K08869
isogroup7142	K08009
isogroup183987	K10808
isogroup340154	K12486
isogroup490857	K10408
isogroup4068	K00419
isogroup24000	K01206
isogroup37325	K02926
isogroup75137	K10594
isogroup69666	K05849
isogroup90882	K06252
isogroup303508	K14442
isogroup267631	K00600
isogroup37340	K11803
isogroup237946	K02639
isogroup264830	K08798
isogroup48300	K07889
isogroup312380	K03235
isogroup48871	K10799
isogroup29483	K00859
isogroup89472	K03174
isogroup291883	K01955
isogroup60408	K21766
isogroup148599	K06237
isogroup25704	K18460
isogroup313376	K03292
isogroup270169	K00993
isogroup142626	K08145
isogroup8711	K12821
isogroup172138	K04362
isogroup293840	K14297
isogroup46969	K00452
isogroup94740	K17341
isogroup288061	K03853
isogroup48808	K03768
isogroup14496	K10838
isogroup115768	K19756
isogroup264481	K01379
isogroup36817	K13617
isogroup118557	K06129
isogroup204574	K11438
isogroup119827	K01974
isogroup112634	K10380
isogroup186801	K13510
isogroup14144	K01358
isogroup118163	K22132
isogroup170873	K03120
isogroup287766	K04371
isogroup21710	K14005
isogroup341272	K03164
isogroup56494	K11806
isogroup88165	K05539
isogroup156987	K20242
isogroup34255	K01069
isogroup243000	K11997
isogroup44574	K03320
isogroup126237	K20877
isogroup193052	K17566
isogroup104430	K20792
isogroup230016	K14753
isogroup270652	K08582
isogroup13051	K12831
isogroup420496	K00574
isogroup351098	K11997
isogroup208754	K14454
isogroup101918	K10251
isogroup87480	K02219
isogroup216962	K13171
isogroup85273	K04037
isogroup249467	K12444
isogroup73426	K13515
isogroup264514	K04799
isogroup270439	K07890
isogroup230658	K01176
isogroup114498	K14777
isogroup14775	K04505
isogroup283566	K14457
isogroup3156	K11252
isogroup223614	K01634
isogroup210054	K01802
isogroup201051	K14290
isogroup30387	K08880
isogroup319557	K02636
isogroup34100	K19192
isogroup32911	K06972
isogroup257977	K06671
isogroup254336	K10683
isogroup60049	K05396
isogroup39864	K15433
isogroup306158	K01921
isogroup341199	K08190
isogroup283792	K01885
isogroup185039	K10649
isogroup32491	K14793
isogroup71496	K01886
isogroup218188	K12318
isogroup58604	K13412
isogroup12676	K17341
isogroup61812	K04990
isogroup205861	K15109
isogroup81785	K05613
isogroup114160	K01081
isogroup286741	K04638
isogroup625082	K00288
isogroup508599	K02325
isogroup14156	K14398
isogroup73178	K09360
isogroup298060	K14157
isogroup268363	K14724
isogroup22937	K17253
isogroup23712	K13963
isogroup144923	K10407
isogroup164023	K08582
isogroup544466	K09227
isogroup156664	K16469
isogroup71919	K10380
isogroup204043	K12132
isogroup116307	K14846
isogroup119913	K07747
isogroup22200	K11205
isogroup151630	K18059
isogroup327505	K08193
isogroup226844	K04908
isogroup178437	K08582
isogroup230665	K10380
isogroup42612	K20028
isogroup47405	K11293
isogroup112303	K21952
isogroup66861	K04886
isogroup44552	K06252
isogroup25660	K01303
isogroup82216	K20409
isogroup37022	K01698
isogroup43850	K21138
isogroup264498	K10956
isogroup189286	K12035
isogroup83150	K02950
isogroup12498	K15837
isogroup209029	K01769
isogroup91670	K08998
isogroup186269	K00737
isogroup55445	K10843
isogroup223111	K01640
isogroup265925	K00592
isogroup105599	K18422
isogroup27931	K16609
isogroup291462	K15104
isogroup60987	K20647
isogroup180062	K04904
isogroup172872	K10706
isogroup91179	K21760
isogroup252759	K12035
isogroup85026	K11368
isogroup49082	K16675
isogroup97746	K07841
isogroup43418	K06847
isogroup280032	K02736
isogroup271982	K03183
isogroup283811	K00615
isogroup15880	K19366
isogroup247908	K04607
isogroup9702	K06535
isogroup235088	K10380
isogroup177204	K14569
isogroup209133	K13761
isogroup273194	K01687
isogroup3332	K01283
isogroup271588	K08214
isogroup46692	K19501
isogroup17840	K19863
isogroup279931	K03841
isogroup117872	K13412
isogroup300932	K10601
isogroup230794	K03512
isogroup63305	K11085
isogroup252139	K03283
isogroup117414	K11487
isogroup337524	K14569
isogroup563723	K04079
isogroup349735	K00472
isogroup180798	K17495
isogroup14446	K00365
isogroup234941	K00274
isogroup277156	K02126
isogroup30857	K06627
isogroup304098	K08770
isogroup17905	K01184
isogroup166081	K11808
isogroup182044	K01382
isogroup40069	K05218
isogroup39557	K19760
isogroup271841	K20726
isogroup111100	K00914
isogroup238965	K02636
isogroup355792	K00658
isogroup34959	K08798
isogroup229955	K12442
isogroup339197	K07497
isogroup190716	K06631
isogroup176087	K10380
isogroup94769	K19041
isogroup105606	K17868
isogroup36048	K10405
isogroup171147	K03231
isogroup135790	K13679
isogroup82423	K20416
isogroup57425	K16484
isogroup42073	K10290
isogroup10454	K15789
isogroup188895	K00873
isogroup92622	K10380
isogroup46743	K12852
isogroup20784	K15156
isogroup68998	K10406
isogroup25186	K12343
isogroup14268	K04513
isogroup274730	K19787
isogroup91786	K07497
isogroup33298	K10740
isogroup81200	K05349
isogroup24524	K08292
isogroup288708	K14457
isogroup49354	K01565
isogroup76727	K01462
isogroup38814	K11969
isogroup59185	K16727
isogroup25810	K07941
isogroup54682	K18274
isogroup267599	K03648
isogroup138403	K01756
isogroup308284	K02471
isogroup2518	K21125
isogroup209376	K10270
isogroup5062	K04601
isogroup31009	K16747
isogroup138066	K03351
isogroup305658	K16055
isogroup42047	K03695
isogroup288982	K12132
isogroup293662	K19041
isogroup154318	K10144
isogroup29052	K10262
isogroup297980	K00163
isogroup196136	K20045
isogroup93013	K08869
isogroup481472	K12302
isogroup127370	K00337
isogroup274539	K09861
isogroup88739	K04771
isogroup224905	K05286
isogroup264014	K10736
isogroup35025	K00232
isogroup223082	K00659
isogroup427125	K08333
isogroup59902	K10394
isogroup21552	K00559
isogroup325252	K05273
isogroup207927	K10455
isogroup264208	K00058
isogroup85629	K15332
isogroup38308	K17918
isogroup97365	K15901
isogroup137115	K20403
isogroup183862	K03424
isogroup180579	K00626
isogroup315284	K12823
isogroup568122	K04739
isogroup310128	K00814
isogroup191717	K04988
isogroup16698	K11765
isogroup173080	K00101
isogroup304748	K17583
isogroup293243	K05677
isogroup148230	K13412
isogroup199612	K09181
isogroup19066	K07916
isogroup111605	K08776
isogroup31920	K18405
isogroup90673	K18134
isogroup333363	K05181
isogroup104322	K08252
isogroup160843	K06255
isogroup35655	K13448
isogroup74911	K20051
isogroup5082	K17943
isogroup265583	K00147
isogroup14757	K19870
isogroup157336	K02836
isogroup39731	K04910
isogroup265682	K10380
isogroup3867	K04659
isogroup291049	K08857
isogroup18692	K02223
isogroup161990	K00108
isogroup201845	K12419
isogroup115811	K14430
isogroup11555	K11593
isogroup298871	K05849
isogroup160180	K14963
isogroup266593	K02183
isogroup62926	K14611
isogroup161614	K03260
isogroup20114	K01763
isogroup75294	K19306
isogroup11606	K09558
isogroup215871	K02183
isogroup59940	K01017
isogroup58743	K04854
isogroup179696	K01382
isogroup174306	K11163
isogroup97203	K02471
isogroup2190	K01285
isogroup295771	K06867
isogroup459412	K13273
isogroup385881	K19730
isogroup515492	K12324
isogroup409531	K05849
isogroup311109	K11438
isogroup13541	K11503
isogroup64817	K03798
isogroup74964	K05330
isogroup17099	K11673
isogroup157002	K03737
isogroup111718	K10735
isogroup84537	K21806
isogroup309600	K12431
isogroup39035	K10756
isogroup34740	K08154
isogroup26263	K12891
isogroup165430	K03256
isogroup202549	K17495
isogroup184673	K08776
isogroup51901	K19511
isogroup288011	K07937
isogroup45317	K11795
isogroup45217	K17710
isogroup63486	K10392
isogroup203942	K20865
isogroup263939	K00488
isogroup2386	K12567
isogroup25164	K08808
isogroup228832	K00101
isogroup20318	K16608
isogroup158431	K14944
isogroup58932	K13336
isogroup169130	K03741
isogroup116822	K04771
isogroup64257	K09527
isogroup58756	K07767
isogroup424581	K04142
isogroup10643	K06491
isogroup314566	K20028
isogroup39161	K10595
isogroup24683	K13577
isogroup60154	K01106
isogroup485622	K15258
isogroup299885	K07198
isogroup5210	K02961
isogroup127247	K11997
isogroup268002	K16669
isogroup160729	K13026
isogroup91395	K03686
isogroup21595	K09469
isogroup96534	K07407
isogroup58300	K03320
isogroup271469	K15305
isogroup24229	K14823
isogroup271356	K09571
isogroup3610	K08956
isogroup18716	K08076
isogroup155305	K14769
isogroup273501	K13124
isogroup305366	K03737
isogroup249818	K00600
isogroup245190	K12796
isogroup246832	K03843
isogroup71905	K15167
isogroup16034	K03679
isogroup54460	K01371
isogroup113651	K21989
isogroup94633	K22133
isogroup277410	K02883
isogroup42658	K20296
isogroup12657	K06842
isogroup14231	K13868
isogroup203163	K10408
isogroup308619	K00002
isogroup183872	K08776
isogroup87050	K12035
isogroup13099	K01324
isogroup159626	K00873
isogroup118142	K10457
isogroup28832	K20639
isogroup16200	K03870
isogroup675201	K00914
isogroup3321	K05699
isogroup34762	K20365
isogroup12907	K03950
isogroup56919	K17452
isogroup233085	K15656
isogroup269497	K04515
isogroup44529	K04398
isogroup56690	K07903
isogroup246934	K16726
isogroup38056	K17796
isogroup288466	K17681
isogroup341377	K03267
isogroup543365	K01187
isogroup124401	K16462
isogroup25586	K00030
isogroup6887	K00413
isogroup2417	K01276
isogroup336514	K15538
isogroup81901	K10980
isogroup85421	K21403
isogroup47013	K08202
isogroup265263	K16506
isogroup334574	K00710
isogroup52866	K07300
isogroup296143	K04710
isogroup90581	K04840
isogroup370833	K09185
isogroup284066	K01835
isogroup161140	K10258
isogroup42211	K08832
isogroup55978	K01336
isogroup70774	K01951
isogroup207985	K05658
isogroup28450	K03654
isogroup275896	K12304
isogroup92616	K01358
isogroup335576	K00545
isogroup302420	K05849
isogroup162302	K05051
isogroup287644	K15377
isogroup5470	K14388
isogroup67417	K11161
isogroup168158	K10380
isogroup267326	K03671
isogroup214940	K03929
isogroup18847	K15633
isogroup67520	K07497
isogroup70014	K07378
isogroup136313	K13185
isogroup117249	K00434
isogroup25861	K06671
isogroup12073	K01900
isogroup117085	K13412
isogroup7257	K17920
isogroup30272	K08869
isogroup340699	K03426
isogroup280221	K08272
isogroup296660	K03555
isogroup299749	K14855
isogroup47175	K17592
isogroup318304	K05349
isogroup424894	K17341
isogroup204768	K06927
isogroup35563	K08336
isogroup63739	K13412
isogroup299930	K04842
isogroup337676	K00764
isogroup186662	K09257
isogroup38513	K16717
isogroup109072	K01176
isogroup252191	K02941
isogroup66874	K10279
isogroup137492	K05330
isogroup373097	K17570
isogroup63490	K06258
isogroup337098	K18670
isogroup82858	K18655
isogroup914	K17751
isogroup35872	K01889
isogroup275911	K12132
isogroup188504	K07497
isogroup36340	K08202
isogroup31088	K01915
isogroup187668	K01379
isogroup28999	K01188
isogroup23873	K00629
isogroup20640	K07497
isogroup14229	K20317
isogroup202870	K06243
isogroup270578	K10768
isogroup158707	K07998
isogroup197025	K03327
isogroup295720	K14165
isogroup120369	K01176
isogroup113863	K08582
isogroup275363	K07055
isogroup69507	K00036
isogroup56956	K02881
isogroup171106	K19789
isogroup1023	K12829
isogroup52205	K16075
isogroup275972	K15119
isogroup247410	K02358
isogroup25067	K20071
isogroup16487	K02260
isogroup251592	K11294
isogroup204262	K04981
isogroup206356	K10455
isogroup207003	K12795
isogroup220607	K17681
isogroup200886	K05546
isogroup264769	K02155
isogroup112354	K13448
isogroup183378	K00476
isogroup204209	K00006
isogroup66404	K10312
isogroup107334	K01518
isogroup52094	K07179
isogroup175875	K21813
isogroup39511	K10576
isogroup61494	K14319
isogroup87521	K04771
isogroup72700	K09496
isogroup360341	K07374
isogroup225807	K04550
isogroup49927	K01673
isogroup28660	K15115
isogroup54071	K11502
isogroup1984	K09377
isogroup158300	K17889
isogroup111635	K06948
isogroup231387	K08187
isogroup200010	K08803
isogroup265072	K00898
isogroup12721	K18269
isogroup124478	K03260
isogroup56903	K11445
isogroup114740	K00863
isogroup249632	K07497
isogroup56063	K05636
isogroup17214	K01070
isogroup221918	K12823
isogroup79177	K05016
isogroup148304	K11315
isogroup40555	K14537
isogroup293704	K09227
isogroup24458	K00733
isogroup317582	K14165
isogroup11711	K11757
isogroup288617	K08596
isogroup42789	K09493
isogroup203661	K06965
isogroup187445	K10265
isogroup115365	K02184
isogroup133883	K06013
isogroup349699	K03702
isogroup11659	K10457
isogroup39134	K10380
isogroup244795	K04892
isogroup301209	K09680
isogroup17588	K07126
isogroup30634	K07178
isogroup38141	K10408
isogroup90378	K04231
isogroup152083	K01206
isogroup46191	K06240
isogroup26852	K12620
isogroup34373	K19328
isogroup89860	K02183
isogroup51355	K09773
isogroup295872	K19753
isogroup225067	K04605
isogroup45852	K01278
isogroup111086	K16912
isogroup89456	K10380
isogroup79513	K15604
isogroup2293	K21989
isogroup138942	K10395
isogroup201784	K00939
isogroup43119	K01301
isogroup197505	K10406
isogroup288889	K03691
isogroup497971	K13696
isogroup95956	K07809
isogroup352277	K03686
isogroup47357	K08399
isogroup289905	K15692
isogroup169762	K14568
isogroup377286	K13763
isogroup51620	K00140
isogroup92263	K05516
isogroup265488	K01652
isogroup307943	K00476
isogroup120327	K11996
isogroup194487	K01377
isogroup50478	K17103
isogroup135429	K03798
isogroup216619	K10380
isogroup284313	K12827
isogroup190005	K00814
isogroup266444	K12196
isogroup593586	K03103
isogroup73093	K09567
isogroup95739	K17499
isogroup89698	K04564
isogroup45874	K06051
isogroup85653	K14342
isogroup162760	K11323
isogroup265708	K13412
isogroup98536	K00710
isogroup279724	K01537
isogroup353703	K12035
isogroup177110	K03252
isogroup37545	K08730
isogroup173467	K02953
isogroup247981	K10534
isogroup2135	K01052
isogroup12007	K04681
isogroup6751	K05034
isogroup275330	K09553
isogroup23044	K05039
isogroup3436	K03869
isogroup270131	K08582
isogroup7622	K11067
isogroup117021	K07934
isogroup55586	K01201
isogroup252346	K04615
isogroup308111	K10392
isogroup179924	K02887
isogroup95169	K04985
isogroup13844	K10694
isogroup39885	K13412
isogroup291002	K13763
isogroup22699	K18402
isogroup266684	K03929
isogroup209317	K03875
isogroup287388	K12869
isogroup208622	K12026
isogroup64323	K13807
isogroup313163	K00472
isogroup116721	K04710
isogroup20615	K13708
isogroup186735	K08790
isogroup305198	K12854
isogroup82880	K15363
isogroup250142	K00264
isogroup302904	K00106
isogroup185388	K19941
isogroup320530	K00002
isogroup21672	K03103
isogroup71501	K00833
isogroup18746	K09228
isogroup236027	K00742
isogroup1402	K10151
isogroup266477	K17943
isogroup273939	K03762
isogroup224882	K07375
isogroup264135	K10436
isogroup83602	K13289
isogroup592765	K16506
isogroup118654	K03686
isogroup2125	K13444
isogroup86179	K00060
isogroup300523	K01768
isogroup26923	K10380
isogroup310555	K05677
isogroup300536	K17570
isogroup53060	K17592
isogroup313683	K10380
isogroup22314	K07359
isogroup280634	K07937
isogroup164479	K02183
isogroup282965	K10396
isogroup99594	K04854
isogroup338368	K06070
isogroup15128	K17341
isogroup128154	K06224
isogroup285774	K15013
