Cladocopium293578	K22370
Mcavernosa09295	K00505
Cladocopium326093	K10592
Mcavernosa21570	K00162
Mcavernosa20027	K17613
Mcavernosa10218	K14554
Cladocopium177709	K04461
Cladocopium306324	K01623
Cladocopium293673	K19584
Cladocopium40052	K17943
Mcavernosa05973	K20180
Cladocopium265203	K07915
Cladocopium102486	K02575
Cladocopium113883	K22809
Cladocopium116154	K08908
Mcavernosa14797	K10779
Cladocopium275283	K09864
Cladocopium269558	K03105
Cladocopium156347	K11781
Cladocopium154343	K11407
Cladocopium55348	K20843
Cladocopium227837	K16482
Mcavernosa08746	K13103
Cladocopium64031	K00612
Mcavernosa31455	K02183
Cladocopium119308	K04885
Mcavernosa16309	K11671
Mcavernosa27116	K12559
Cladocopium114294	K03260
Cladocopium46305	K01090
Cladocopium357982	K07968
Cladocopium281130	K01915
Mcavernosa15670	K17608
Mcavernosa22897	K05105
Mcavernosa11853	K07943
Cladocopium93499	K06889
Cladocopium278348	K17725
Cladocopium173314	K00472
Mcavernosa07822	K08076
Cladocopium315103	K03319
Cladocopium116802	K10380
Cladocopium152477	K21989
Cladocopium57858	K00476
Cladocopium297505	K01890
Cladocopium265124	K10799
Mcavernosa04462	K13917
Cladocopium228585	K08857
Cladocopium104380	K08869
Mcavernosa35013	K05759
Cladocopium40768	K19761
Mcavernosa04748	K17307
Cladocopium90762	K03509
Mcavernosa07123	K04495
Cladocopium247915	K22614
Cladocopium142712	K00387
Mcavernosa04644	K08031
Cladocopium280590	K01889
Mcavernosa29969	K10349
Mcavernosa11968	K17095
Cladocopium273549	K15110
Mcavernosa03779	K17512
Mcavernosa26973	K11997
Cladocopium117106	K14007
Cladocopium492392	K12198
Mcavernosa32180	K17341
Cladocopium319840	K21433
Mcavernosa10571	K08267
Cladocopium162241	K01784
Cladocopium265327	K09586
Cladocopium209177	K09571
Mcavernosa27954	K08892
Cladocopium274989	K23344
Mcavernosa02373	K01693
Mcavernosa35216	K03386
Cladocopium109020	K00322
Cladocopium211218	K01363
Cladocopium205078	K22684
Cladocopium204209	K00006
Mcavernosa15177	K09203
Cladocopium265877	K02219
Mcavernosa27421	K01204
Cladocopium53193	K19941
Cladocopium44780	K18055
Mcavernosa00337	K11101
Cladocopium35324	K02895
Cladocopium329096	K13026
Cladocopium340699	K03426
Cladocopium283635	K03816
Cladocopium166081	K11808
Cladocopium323607	K13291
Mcavernosa17805	K19737
Mcavernosa14372	K09624
Cladocopium116946	K09578
Cladocopium166619	K20551
Cladocopium192354	K16608
Cladocopium63633	K01488
Mcavernosa26250	K04994
Cladocopium280309	K00058
Cladocopium300452	K12483
Mcavernosa30646	K09848
Cladocopium312111	K01915
Mcavernosa11019	K10615
Cladocopium162159	K10400
Cladocopium215108	K21396
Cladocopium350531	K08883
Cladocopium86050	K22684
Cladocopium50925	K10523
Cladocopium160956	K06978
Cladocopium305185	K10949
Cladocopium295043	K15192
Cladocopium291292	K10454
Cladocopium44639	K05016
Cladocopium213680	K09597
Mcavernosa00369	K08342
Cladocopium291524	K03872
Mcavernosa26354	K10838
Cladocopium303075	K05692
Cladocopium298934	K07376
Cladocopium202947	K10860
Mcavernosa18951	K11459
Cladocopium236585	K04802
Cladocopium40290	K03130
Mcavernosa34351	K12567
Cladocopium364874	K02945
Cladocopium78610	K08292
Cladocopium25654	K04841
Cladocopium122095	K14994
Mcavernosa16225	K17662
Cladocopium50587	K00759
Cladocopium279474	K09499
Mcavernosa21483	K00326
Cladocopium283513	K09458
Mcavernosa05694	K16353
Cladocopium154046	K02183
Cladocopium155510	K10594
Mcavernosa15615	K15711
Cladocopium44046	K09562
Mcavernosa14626	K00898
Cladocopium284066	K01835
Mcavernosa04401	K16330
Cladocopium310362	K16602
Mcavernosa05888	K17550
Cladocopium203096	K04843
Mcavernosa20451	K06813
Cladocopium249978	K10408
Cladocopium58646	K06413
Cladocopium61285	K14802
Mcavernosa23087	K14962
Mcavernosa00533	K03902
Cladocopium102990	K01893
Mcavernosa22472	K12843
Cladocopium276929	K10669
Cladocopium198345	K00006
Cladocopium320101	K14648
Cladocopium284854	K10380
Mcavernosa03958	K09039
Cladocopium274891	K14963
Cladocopium270652	K08582
Mcavernosa04354	K19720
Mcavernosa13747	K00161
Mcavernosa22350	K19511
Mcavernosa09455	K20301
Cladocopium230665	K10380
Cladocopium115585	K02148
Cladocopium300104	K07198
Cladocopium54926	K10408
Cladocopium72161	K22940
Mcavernosa32230	K09073
Cladocopium120210	K16602
Cladocopium183665	K11252
Mcavernosa15952	K19328
Mcavernosa20011	K09341
Mcavernosa25615	K10457
Mcavernosa05383	K20796
Cladocopium94276	K10570
Mcavernosa33660	K03362
Mcavernosa07504	K10436
Mcavernosa33043	K17341
Mcavernosa01167	K10277
Mcavernosa30887	K22499
Cladocopium124273	K01768
Mcavernosa20191	K16630
Mcavernosa25592	K19499
Cladocopium217741	K02428
Cladocopium117452	K17550
Mcavernosa14295	K09093
Mcavernosa07969	K06240
Cladocopium160783	K03083
Mcavernosa05998	K12828
Cladocopium115029	K21440
Mcavernosa17865	K08789
Cladocopium183569	K07874
Mcavernosa15832	K03768
Mcavernosa01431	K00128
Cladocopium201977	K09571
Mcavernosa00201	K19755
Cladocopium186197	K13577
Cladocopium277965	K10860
Cladocopium216529	K03978
Cladocopium178103	K22390
Mcavernosa21663	K03320
Mcavernosa11653	K04967
Cladocopium33868	K05356
Mcavernosa11038	K04353
Cladocopium193684	K02882
Cladocopium274532	K10455
Cladocopium289172	K12177
Mcavernosa29988	K03000
Cladocopium103017	K01278
Mcavernosa07902	K03942
Mcavernosa07522	K00461
Cladocopium196751	K17592
Mcavernosa12471	K03141
Cladocopium196815	K11989
Cladocopium199393	K05516
Cladocopium35770	K10860
Mcavernosa12358	K13164
Cladocopium214734	K06636
Mcavernosa11442	K10703
Mcavernosa23674	K15588
Cladocopium86362	K09580
Cladocopium335577	K02870
Mcavernosa12416	K06947
Cladocopium119187	K08860
Mcavernosa15379	K22525
Mcavernosa16054	K19521
Mcavernosa17660	K15261
Mcavernosa03795	K10404
Mcavernosa21198	K14611
Cladocopium285949	K01462
Mcavernosa16811	K06072
Cladocopium116783	K16755
Cladocopium342796	K04739
Cladocopium116454	K06892
Cladocopium63486	K10392
Cladocopium271908	K08139
Cladocopium89855	K18740
Cladocopium277413	K10860
Mcavernosa16165	K10380
Cladocopium269885	K16604
Cladocopium47462	K14793
Mcavernosa17129	K06497
Mcavernosa24006	K15032
Cladocopium287832	K03243
Cladocopium242731	K02350
Cladocopium55460	K01711
Cladocopium81335	K03327
Cladocopium363441	K16196
Cladocopium103074	K07199
Cladocopium147807	K07968
Mcavernosa32003	K17570
Cladocopium68693	K07198
Mcavernosa00078	K14165
Cladocopium205907	K00810
Cladocopium170187	K00002
Cladocopium115150	K05218
Cladocopium41026	K12821
Mcavernosa00696	K01415
Mcavernosa25446	K23344
Mcavernosa24112	K15112
Cladocopium270958	K09569
Mcavernosa26048	K11113
Mcavernosa09386	K12309
Mcavernosa25971	K06669
Mcavernosa03894	K18270
Cladocopium311983	K00845
Cladocopium291120	K03011
Mcavernosa26041	K01869
Cladocopium268646	K12198
Mcavernosa14009	K12823
Mcavernosa28001	K07390
Mcavernosa02214	K09057
Cladocopium311141	K13412
Mcavernosa15319	K12169
Cladocopium269222	K01535
Cladocopium313837	K12598
Cladocopium276939	K16290
Mcavernosa33074	K17108
Cladocopium175875	K21813
Cladocopium232402	K00863
Cladocopium267262	K15026
Cladocopium113676	K16601
Cladocopium116854	K22614
Cladocopium272078	K07571
Mcavernosa10818	K16866
Mcavernosa16944	K15009
Mcavernosa10369	K12035
Mcavernosa12905	K01441
Mcavernosa00861	K12172
Cladocopium114600	K22615
Mcavernosa28950	K06278
Cladocopium216365	K10615
Mcavernosa01287	K15185
Cladocopium116718	K18655
Cladocopium154422	K15336
Cladocopium70816	K14779
Mcavernosa02299	K14005
Cladocopium337772	K14801
Mcavernosa03229	K12132
Cladocopium166776	K00006
Cladocopium279522	K06674
Cladocopium36756	K10086
Mcavernosa20536	K05749
Mcavernosa23653	K22128
Cladocopium223614	K01634
Cladocopium38190	K06180
Mcavernosa33919	K10408
Cladocopium288018	K17506
Mcavernosa12977	K06240
Cladocopium242532	K19360
Mcavernosa08684	K04658
Mcavernosa24323	K12373
Cladocopium111381	K10408
Cladocopium265710	K04649
Cladocopium297204	K03686
Cladocopium88690	K11976
Mcavernosa18876	K08810
Cladocopium122589	K22857
Cladocopium175590	K07874
Cladocopium10007	K03164
Cladocopium52145	K08495
Mcavernosa16022	K12856
Mcavernosa31030	K16752
Mcavernosa06860	K06115
Cladocopium38160	K08214
Mcavernosa19870	K14011
Mcavernosa22805	K07753
Cladocopium119617	K01142
Cladocopium287470	K01624
Cladocopium271365	K00670
Cladocopium39552	K16292
Cladocopium281894	K11296
Mcavernosa23183	K17495
Cladocopium190256	K03657
Mcavernosa33761	K03405
Mcavernosa02065	K07440
Cladocopium265012	K12812
Mcavernosa32408	K15159
Cladocopium280218	K08832
Cladocopium116713	K14538
Cladocopium306763	K02999
Cladocopium181410	K00626
Mcavernosa02544	K20317
Mcavernosa13632	K11373
Mcavernosa23040	K03022
Mcavernosa11572	K17341
Cladocopium26467	K08776
Mcavernosa28909	K06236
Mcavernosa07058	K12487
Mcavernosa32029	K00058
Mcavernosa22189	K10268
Cladocopium116891	K14292
Mcavernosa21812	K00685
Mcavernosa14757	K19025
Cladocopium214474	K00710
Mcavernosa06785	K06271
Mcavernosa08326	K12181
Cladocopium217011	K16462
Cladocopium121239	K07300
Cladocopium43531	K13998
Cladocopium266896	K15920
Cladocopium35684	K13025
Cladocopium456552	K10949
Cladocopium97652	K07374
Mcavernosa29539	K17263
Cladocopium282348	K13953
Cladocopium274427	K00969
Cladocopium238499	K06240
Cladocopium92693	K03777
Mcavernosa24533	K00471
Cladocopium54759	K00821
Cladocopium93347	K13126
Cladocopium118454	K03686
Cladocopium210483	K08994
Mcavernosa32649	K04851
Mcavernosa27276	K13511
Mcavernosa28555	K03233
Cladocopium154701	K00434
Cladocopium40089	K15105
Cladocopium275423	K02433
Cladocopium226547	K17508
Cladocopium226653	K14963
Cladocopium190888	K08857
Mcavernosa21187	K16530
Mcavernosa26357	K10838
Mcavernosa30891	K05312
Cladocopium119783	K03307
Mcavernosa03680	K02842
Mcavernosa30019	K08624
Mcavernosa16169	K04984
Cladocopium108581	K10380
Mcavernosa34099	K10380
Cladocopium118139	K05864
Cladocopium37948	K10165
Cladocopium298884	K09575
Cladocopium56860	K10703
Mcavernosa02624	K10573
Cladocopium43407	K20027
Mcavernosa15588	K10359
Mcavernosa32397	K16942
Cladocopium288118	K03016
Cladocopium116662	K01802
Cladocopium90542	K00327
Cladocopium212197	K00852
Mcavernosa00545	K04354
Mcavernosa33734	K07943
Cladocopium271869	K10592
Mcavernosa21752	K01019
Mcavernosa08161	K00799
Cladocopium112073	K10380
Cladocopium283142	K00031
Mcavernosa17210	K12875
Cladocopium187986	K16743
Cladocopium281541	K01689
Cladocopium161697	K12850
Cladocopium111322	K00545
Mcavernosa10428	K12179
Mcavernosa23830	K19373
Cladocopium269537	K08176
Cladocopium244486	K14379
Cladocopium270791	K10461
Cladocopium193578	K02868
Cladocopium208187	K05643
Cladocopium24700	K19757
Mcavernosa12576	K13577
Mcavernosa06242	K05673
Mcavernosa25675	K21988
Mcavernosa10837	K20175
Cladocopium119655	K00472
Cladocopium175866	K17506
Cladocopium273185	K11968
Cladocopium117472	K11412
Mcavernosa09350	K03869
Mcavernosa15418	K00552
Cladocopium336514	K15538
Cladocopium46662	K13696
Mcavernosa23038	K11517
Cladocopium57831	K00898
Cladocopium53260	K08316
Mcavernosa04423	K02599
Cladocopium317128	K08745
Cladocopium64323	K13807
Mcavernosa09571	K06643
Mcavernosa24480	K08498
Cladocopium203679	K18443
Cladocopium283271	K03686
Cladocopium240737	K20163
Cladocopium100522	K10844
Mcavernosa21898	K00699
Cladocopium76518	K01868
Mcavernosa31009	K03440
Cladocopium281295	K21760
Cladocopium321747	K17868
Mcavernosa19394	K14074
Mcavernosa26195	K07903
Mcavernosa10671	K20364
Cladocopium269039	K15498
Cladocopium183393	K10477
Cladocopium279777	K07944
Cladocopium80411	K01528
Cladocopium334033	K10807
Mcavernosa09540	K18410
Cladocopium170835	K06206
Cladocopium103952	K03372
Mcavernosa02934	K12389
Cladocopium152774	K03115
Mcavernosa25461	K13719
Cladocopium168068	K21396
Cladocopium223676	K07755
Mcavernosa19546	K11497
Mcavernosa28557	K08869
Cladocopium398004	K08292
Cladocopium204721	K16601
Mcavernosa29174	K09849
Mcavernosa03153	K17341
Mcavernosa14080	K12309
Mcavernosa31288	K12196
Mcavernosa17696	K12855
Cladocopium67558	K12035
Cladocopium179502	K13123
Cladocopium290019	K17570
Cladocopium284085	K13293
Mcavernosa21078	K11789
Cladocopium61871	K00012
Cladocopium41007	K12823
Cladocopium53390	K00587
Mcavernosa15315	K04505
Cladocopium67172	K15112
Mcavernosa03594	K12385
Mcavernosa20051	K19619
Mcavernosa16059	K09267
Cladocopium273267	K14358
Mcavernosa20995	K20824
Cladocopium81841	K15272
Mcavernosa09376	K04711
Cladocopium268809	K02183
Cladocopium332429	K09458
Cladocopium154289	K10807
Cladocopium115201	K19704
Mcavernosa23236	K20163
Mcavernosa14923	K02995
Cladocopium170789	K01669
Cladocopium45217	K17710
Mcavernosa14662	K05019
Cladocopium282429	K04739
Mcavernosa00807	K20241
Cladocopium290151	K14209
Cladocopium273836	K17803
Mcavernosa02958	K07428
Mcavernosa13662	K10277
Cladocopium288361	K03070
Cladocopium219983	K04955
Cladocopium268472	K15285
Mcavernosa09166	K00549
Mcavernosa22354	K03929
Cladocopium120704	K07243
Mcavernosa19592	K10401
Mcavernosa20021	K01738
Mcavernosa22839	K11140
Mcavernosa16949	K21595
Mcavernosa01009	K03685
Cladocopium269076	K10277
Mcavernosa19354	K10758
Mcavernosa02592	K01109
Mcavernosa32064	K09657
Cladocopium342225	K12440
Mcavernosa23597	K14821
Mcavernosa04479	K02370
Cladocopium79551	K13026
Cladocopium156197	K07425
Mcavernosa05185	K14720
Mcavernosa24273	K12021
Cladocopium49299	K13606
Cladocopium173894	K01176
Mcavernosa01839	K16311
Mcavernosa33114	K08073
Cladocopium88636	K11412
Mcavernosa22819	K05635
Mcavernosa07274	K15043
Mcavernosa35155	K19502
Cladocopium292707	K07376
Cladocopium112898	K07393
Mcavernosa01259	K03686
Cladocopium122473	K13412
Cladocopium119171	K03327
Cladocopium419514	K00710
Mcavernosa21386	K07912
Mcavernosa01011	K04746
Cladocopium264397	K06689
Mcavernosa01698	K06838
Cladocopium433006	K15865
Mcavernosa09026	K08776
Cladocopium266427	K04079
Cladocopium267390	K02087
Mcavernosa16648	K16860
Mcavernosa28517	K13699
Mcavernosa00002	K06252
Mcavernosa26218	K01349
Cladocopium105642	K12815
Cladocopium72035	K17260
Mcavernosa09666	K15502
Mcavernosa35122	K03798
Cladocopium171046	K00823
Cladocopium284606	K03320
Mcavernosa13575	K04416
Mcavernosa30614	K17887
Cladocopium190518	K10455
Cladocopium117046	K11093
Cladocopium161553	K04954
Cladocopium181372	K01076
Cladocopium182608	K04955
Cladocopium117150	K14379
Cladocopium167922	K02349
Mcavernosa08859	K00710
Mcavernosa17948	K12838
Cladocopium264114	K09496
Cladocopium286931	K00801
Mcavernosa14243	K01974
Cladocopium58505	K06990
Mcavernosa33536	K07436
Mcavernosa03945	K11363
Mcavernosa20556	K10380
Cladocopium93644	K18479
Mcavernosa34587	K17495
Cladocopium322909	K01534
Cladocopium114347	K02575
Mcavernosa14498	K05095
Cladocopium297949	K03347
Cladocopium336158	K03438
Cladocopium310599	K04860
Mcavernosa28441	K04160
Cladocopium240751	K17576
Mcavernosa24413	K02132
Cladocopium40308	K02931
Cladocopium58617	K01307
Cladocopium59912	K12619
Cladocopium205583	K04840
Mcavernosa26498	K22017
Cladocopium118601	K11264
Mcavernosa31035	K01304
Cladocopium72745	K16794
Cladocopium270398	K00078
Cladocopium180671	K12888
Cladocopium119913	K07747
Mcavernosa34313	K11163
Cladocopium157502	K03462
Cladocopium49711	K03283
Mcavernosa24994	K04550
Mcavernosa10846	K09632
Cladocopium268019	K04532
Mcavernosa02989	K07374
Mcavernosa15775	K19752
Mcavernosa28046	K09496
Cladocopium339000	K12820
Cladocopium328570	K06147
Mcavernosa02979	K17914
Cladocopium309342	K12493
Mcavernosa24890	K20217
Cladocopium86955	K00671
Cladocopium295896	K00895
Cladocopium207112	K09580
Cladocopium223184	K06672
Mcavernosa29259	K06702
Mcavernosa05513	K10532
Cladocopium43334	K16482
Cladocopium320401	K00965
Cladocopium62197	K12436
Cladocopium114404	K12179
Cladocopium81413	K22943
Cladocopium176588	K02471
Cladocopium158799	K12391
Cladocopium164917	K01889
Cladocopium63418	K08582
Mcavernosa18565	K05094
Cladocopium195444	K04739
Cladocopium117855	K01228
Cladocopium120021	K14501
Mcavernosa14410	K09362
Cladocopium40700	K04371
Cladocopium294533	K00800
Cladocopium159415	K11703
Cladocopium103355	K09480
Mcavernosa12624	K08076
Cladocopium268116	K15304
Mcavernosa07601	K03595
Mcavernosa07884	K03155
Cladocopium57737	K10393
Mcavernosa24267	K08187
Cladocopium269984	K21198
Mcavernosa30326	K10645
Cladocopium296539	K19073
Cladocopium197090	K15259
Mcavernosa06285	K21752
Cladocopium228164	K03010
Cladocopium35129	K02516
Cladocopium310411	K22762
Mcavernosa15926	K22262
Mcavernosa04322	K08801
Cladocopium124636	K12818
Mcavernosa20013	K08029
Cladocopium122518	K01885
Cladocopium222839	K03178
Cladocopium213744	K06994
Cladocopium265398	K10579
Cladocopium165934	K00503
Mcavernosa12475	K13356
Mcavernosa14444	K06095
Cladocopium208589	K01657
Cladocopium38855	K01955
Mcavernosa14181	K07950
Mcavernosa32922	K09173
Cladocopium55678	K00558
Mcavernosa26862	K04210
Cladocopium163395	K03453
Cladocopium278508	K00020
Cladocopium308251	K08287
Cladocopium307429	K04854
Cladocopium314461	K10770
Cladocopium171894	K03321
Cladocopium272248	K10251
Cladocopium119377	K02917
Cladocopium200095	K03294
Cladocopium272037	K05546
Mcavernosa32587	K11374
Mcavernosa27593	K17562
Mcavernosa33173	K00382
Mcavernosa30177	K20898
Cladocopium109263	K14390
Cladocopium185800	K01208
Cladocopium290774	K16302
Mcavernosa23492	K09493
Cladocopium285154	K04892
Cladocopium272419	K13412
Mcavernosa32056	K05312
Cladocopium44572	K08059
Cladocopium263868	K00856
Mcavernosa19013	K13024
Mcavernosa06045	K02184
Mcavernosa19730	K20465
Cladocopium193786	K05389
Cladocopium295468	K15523
Cladocopium65093	K19329
Cladocopium359591	K14297
Mcavernosa11931	K04828
Mcavernosa03803	K06238
Mcavernosa01984	K03094
Cladocopium76874	K02927
Cladocopium165919	K00545
Cladocopium163790	K01202
Cladocopium273618	K16465
Cladocopium288064	K04482
Mcavernosa01965	K01025
Cladocopium256752	K12879
Mcavernosa24253	K08624
Cladocopium89456	K10380
Mcavernosa29605	K04365
Cladocopium306158	K01921
Cladocopium116423	K08850
Cladocopium43628	K15191
Mcavernosa09448	K07282
Mcavernosa09357	K03083
Mcavernosa31784	K10408
Cladocopium79644	K15505
Cladocopium316098	K12567
Mcavernosa05420	K05036
Mcavernosa16392	K18407
Cladocopium434747	K04802
Cladocopium104634	K00914
Mcavernosa04415	K16681
Mcavernosa01216	K19911
Cladocopium305212	K15100
Mcavernosa02675	K02990
Mcavernosa08034	K07903
Mcavernosa29808	K06766
Mcavernosa26887	K01206
Cladocopium275647	K20165
Mcavernosa01976	K11806
Cladocopium78882	K05592
Cladocopium113843	K11836
Mcavernosa12176	K12035
Cladocopium117419	K12193
Cladocopium316515	K03595
Mcavernosa27319	K02604
Cladocopium79601	K15272
Cladocopium202386	K01135
Cladocopium116135	K12450
Cladocopium25447	K00434
Cladocopium86627	K15505
Mcavernosa05179	K11322
Mcavernosa01116	K00090
Mcavernosa35075	K17916
Cladocopium287499	K00645
Cladocopium211375	K10408
Cladocopium335584	K15110
Cladocopium210684	K00587
Cladocopium171486	K00163
Cladocopium225218	K00249
Cladocopium178504	K11481
Mcavernosa23433	K14289
Cladocopium217948	K08679
Cladocopium331964	K21768
Mcavernosa09638	K02433
Mcavernosa26961	K08187
Cladocopium308741	K00548
Cladocopium26200	K03021
Mcavernosa13780	K04515
Cladocopium121957	K08850
Mcavernosa12788	K08337
Mcavernosa26858	K08863
Cladocopium99541	K01069
Cladocopium286451	K06675
Cladocopium275414	K10949
Cladocopium182261	K12035
Mcavernosa20000	K14546
Mcavernosa30916	K09705
Mcavernosa12637	K17079
Cladocopium27019	K17608
Mcavernosa05457	K01301
Cladocopium269884	K17892
Cladocopium181616	K03686
Mcavernosa32360	K22754
Mcavernosa25849	K12646
Mcavernosa24977	K04203
Mcavernosa11658	K13885
Cladocopium315732	K16457
Mcavernosa20623	K18740
Mcavernosa00095	K11830
Cladocopium64853	K08764
Mcavernosa14808	K10158
Mcavernosa11620	K14638
Cladocopium231211	K12172
Cladocopium281668	K00006
Cladocopium85862	K03462
Cladocopium246079	K11493
Cladocopium265032	K01624
Cladocopium50355	K00573
Mcavernosa23759	K10666
Cladocopium44674	K01195
Mcavernosa01869	K16532
Mcavernosa04718	K17566
Cladocopium280432	K02209
Cladocopium306066	K06268
Mcavernosa01899	K22936
Cladocopium182739	K12442
Mcavernosa17047	K04874
Cladocopium123129	K15654
Mcavernosa00354	K04615
Cladocopium197774	K08857
Mcavernosa29269	K16729
Mcavernosa32107	K01922
Cladocopium222062	K01510
Cladocopium222705	K20404
Mcavernosa20249	K02324
Cladocopium265987	K17268
Mcavernosa17351	K11968
Cladocopium327722	K08056
Mcavernosa17194	K08469
Mcavernosa33757	K02358
Cladocopium335542	K13800
Mcavernosa07245	K18914
Mcavernosa33200	K14406
Cladocopium64771	K00700
Mcavernosa19899	K14616
Mcavernosa35021	K11182
Mcavernosa19684	K11165
Cladocopium63447	K02218
Mcavernosa18576	K17914
Cladocopium238039	K10406
Mcavernosa05425	K09608
Cladocopium42738	K01783
Cladocopium90823	K04885
Cladocopium213471	K06671
Cladocopium266855	K22071
Mcavernosa06067	K21842
Cladocopium115261	K09553
Cladocopium117668	K04460
Cladocopium166007	K01006
Cladocopium87104	K00012
Cladocopium101919	K21552
Cladocopium38915	K08794
Mcavernosa03505	K14009
Cladocopium68742	K15402
Mcavernosa07176	K09366
Mcavernosa11614	K17658
Mcavernosa19405	K17341
Cladocopium117659	K18798
Cladocopium281681	K02145
Mcavernosa15198	K00456
Cladocopium33405	K11703
Mcavernosa02023	K06691
Mcavernosa16322	K05021
Cladocopium268202	K00927
Cladocopium159378	K17458
Cladocopium274491	K01802
Cladocopium305097	K10901
Cladocopium315368	K10848
Cladocopium272798	K01491
Mcavernosa24526	K00471
Cladocopium90128	K05658
Cladocopium209918	K19045
Cladocopium115985	K02738
Cladocopium38493	K03417
Mcavernosa16804	K20773
Cladocopium107306	K13412
Cladocopium186757	K01875
Mcavernosa12296	K01191
Mcavernosa31323	K04392
Cladocopium268637	K22145
Cladocopium163238	K11855
Cladocopium286661	K08900
Mcavernosa33009	K05727
Cladocopium344099	K01990
Mcavernosa26970	K01803
Cladocopium32359	K01738
Cladocopium285298	K15259
Cladocopium259929	K03145
Cladocopium207730	K01076
Mcavernosa11827	K16670
Mcavernosa07103	K12229
Cladocopium312330	K01870
Mcavernosa30299	K04988
Cladocopium205334	K01190
Cladocopium309681	K10407
Mcavernosa17927	K11757
Mcavernosa33737	K10357
Mcavernosa09497	K04358
Cladocopium270192	K02183
Cladocopium280272	K00471
Cladocopium73731	K10408
Cladocopium153309	K17710
Mcavernosa08979	K17087
Mcavernosa19367	K15122
Mcavernosa05687	K10352
Mcavernosa30968	K12663
Cladocopium94955	K04515
Mcavernosa16750	K10591
Mcavernosa18751	K18758
Cladocopium346573	K01365
Mcavernosa12305	K15502
Cladocopium223570	K10421
Cladocopium67455	K11160
Cladocopium288541	K01382
Mcavernosa17803	K00830
Cladocopium220141	K07376
Cladocopium295191	K18468
Cladocopium64145	K16726
Mcavernosa15186	K01902
Mcavernosa21667	K14850
Cladocopium164076	K15639
Cladocopium117157	K21440
Cladocopium274342	K06694
Mcavernosa11059	K00750
Cladocopium124864	K00948
Cladocopium226789	K15192
Cladocopium87380	K01490
Cladocopium210071	K04840
Mcavernosa01490	K03142
Cladocopium265080	K12132
Cladocopium113766	K03977
Mcavernosa20631	K23286
Cladocopium271588	K08214
Cladocopium264760	K01638
Cladocopium115081	K22072
Cladocopium178512	K01647
Mcavernosa16999	K13443
Mcavernosa31418	K07378
Cladocopium291902	K01379
Cladocopium101726	K16675
Mcavernosa20868	K03241
Mcavernosa15810	K08288
Cladocopium244446	K00942
Cladocopium294847	K04739
Mcavernosa11505	K14616
Cladocopium265308	K06096
Cladocopium289527	K13412
Mcavernosa11195	K00803
Mcavernosa14269	K10357
Cladocopium320289	K12392
Mcavernosa18910	K12472
Mcavernosa05633	K15153
Mcavernosa09303	K06063
Cladocopium302950	K19944
Cladocopium162166	K08902
Mcavernosa04459	K00901
Mcavernosa27815	K09067
Cladocopium243497	K01346
Mcavernosa31767	K05200
Mcavernosa27743	K09657
Cladocopium445469	K00666
Mcavernosa16084	K03211
Mcavernosa06300	K19328
Mcavernosa05482	K05218
Mcavernosa20560	K06794
Mcavernosa23873	K02997
Mcavernosa10742	K11416
Mcavernosa29987	K04608
Cladocopium64403	K05849
Cladocopium116985	K01850
Cladocopium289334	K18703
Mcavernosa20780	K10307
Cladocopium208771	K20989
Cladocopium277633	K08789
Mcavernosa16840	K07897
Cladocopium273195	K04955
Mcavernosa02731	K15263
Mcavernosa03722	K08892
Cladocopium178699	K15505
Mcavernosa19188	K17341
Cladocopium116918	K06180
Cladocopium78227	K00928
Mcavernosa18284	K18422
Cladocopium484618	K00898
Cladocopium118733	K14805
Cladocopium47537	K16524
Mcavernosa13222	K03929
Cladocopium156896	K00472
Mcavernosa08542	K16576
Cladocopium118710	K09958
Mcavernosa07501	K06067
Mcavernosa08744	K04078
Cladocopium298188	K01322
Cladocopium287733	K20471
Cladocopium81959	K02878
Mcavernosa09053	K10249
Mcavernosa04442	K18259
Mcavernosa03463	K12599
Cladocopium210180	K02293
Cladocopium116843	K01208
Mcavernosa22214	K20178
Mcavernosa15143	K06147
Mcavernosa10533	K18398
Cladocopium201349	K04512
Mcavernosa21281	K14945
Cladocopium175949	K01768
Cladocopium289227	K04688
Mcavernosa31559	K04874
Mcavernosa07764	K10419
Mcavernosa15415	K13217
Cladocopium159419	K04977
Cladocopium74924	K12132
Cladocopium114162	K06689
Cladocopium244262	K10589
Mcavernosa30387	K12385
Mcavernosa19734	K11135
Cladocopium319216	K00799
Mcavernosa25419	K09663
Mcavernosa12030	K04988
Cladocopium281288	K01672
Mcavernosa31584	K10808
Mcavernosa17270	K03424
Mcavernosa23150	K15281
Cladocopium269243	K05609
Cladocopium309785	K03417
Cladocopium289118	K00688
Cladocopium192881	K02889
Mcavernosa11350	K03902
Cladocopium323431	K01803
Cladocopium308841	K09592
Cladocopium290584	K01676
Mcavernosa08009	K01164
Mcavernosa30446	K00760
Cladocopium229690	K01309
Mcavernosa05649	K09624
Cladocopium342633	K10408
Cladocopium295639	K09667
Cladocopium274766	K00655
Cladocopium88544	K01539
Cladocopium267027	K02151
Cladocopium119325	K00933
Mcavernosa00276	K13868
Cladocopium284219	K15105
Cladocopium190495	K06636
Cladocopium45200	K00382
Cladocopium116709	K08776
Cladocopium86484	K12823
Cladocopium324281	K17908
Cladocopium157309	K17686
Mcavernosa00241	K06584
Mcavernosa19311	K13717
Mcavernosa14297	K10408
Mcavernosa12238	K20897
Cladocopium59483	K10380
Mcavernosa13272	K18263
